Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM
0,['Literature'],[5],3,True,5,1,1,1,N,0,1,0.0
1,"['History', 'Chemistry', 'Maths']","[3, 4, 2]",0,True,1,1,0,3,N,0,1,0.0
2,['Biology'],[5],1,True,3,1,N,3,N,0,1,0.0
3,"['Literature', 'Foreign Language', 'Geography', 'Science']","[2, 3, 5, 5]",1,True,8,1,N,3,N,0,1,0.0
4,['Science'],[2],3,True,3,0,1,3,N,0,1,0.0
5,['Chemistry'],[3],3,True,2,0,N,3,S,1,0,4.5
6,"['Biology', 'Physics', 'Maths']","[4, 2, 2]",0,True,4,0,N,1,N,0,1,0.0
7,"['Music', 'Science', 'Literature', 'English']","[2, 3, 3, 2]",1,True,8,1,N,1,N,0,1,0.0
8,"['History', 'Chemistry', 'Physical Education', 'English']","[5, 4, 4, 2]",0,True,8,1,N,0,N,0,1,0.0
9,"['History', 'Economics']","[4, 5]",3,True,3,0,2,0,N,0,1,0.0
10,"['Physical Education', 'Chemistry', 'Geography']","[3, 4, 3]",3,True,5,0,1,0,N,0,1,0.0
11,"['Foreign Language', 'Physical Education']","[4, 5]",3,True,1,0,1,3,N,0,1,0.0
12,"['Chemistry', 'English', 'Literature']","[4, 5, 4]",1,True,1,0,N,3,N,0,1,0.0
13,"['Science', 'Music', 'Computer Science']","[2, 2, 5]",1,True,9,0,N,1,N,0,1,0.0
14,"['Physics', 'Foreign Language', 'Music']","[3, 3, 5]",0,True,8,0,2,1,N,0,1,0.0
15,['Physics'],[3],3,True,3,1,N,1,M,1,0,3.0
16,"['Computer Science', 'Art']","[2, 4]",0,True,4,1,0,1,N,0,1,0.0
17,"['Geography', 'English']","[3, 5]",0,True,3,0,1,0,M,1,0,3.0
18,"['Chemistry', 'Biology', 'Physical Education']","[4, 2, 2]",3,True,5,0,1,3,N,0,1,0.0
19,"['Literature', 'Science', 'Music', 'Maths']","[2, 3, 4, 5]",0,True,7,0,2,0,N,0,1,0.0
20,"['Art', 'Science', 'Computer Science']","[5, 4, 3]",1,True,4,1,1,3,N,0,1,0.0
21,['Computer Science'],[2],3,True,3,1,N,0,N,0,1,0.0
22,"['Foreign Language', 'English', 'Maths']","[4, 3, 5]",0,True,2,0,N,0,N,0,1,0.0
23,['Biology'],[4],1,True,9,1,N,3,N,0,1,0.0
24,"['Geography', 'Literature', 'Science', 'Computer Science']","[5, 3, 2, 3]",3,True,9,0,N,3,N,0,1,0.0
25,['Literature'],[3],1,True,8,1,N,1,N,0,1,0.0
26,"['Economics', 'Art']","[3, 3]",3,True,6,0,1,0,N,0,1,0.0
27,"['Science', 'Art', 'Economics']","[5, 3, 4]",1,True,3,3,1,1,N,0,1,0.0
28,['Music'],[3],0,True,5,1,N,0,N,0,1,0.0
29,"['English', 'Chemistry']","[3, 4]",0,True,4,1,N,3,S,1,0,4.5
30,['Biology'],[4],3,True,1,3,N,3,N,0,1,0.0
31,['Biology'],[2],1,True,2,1,N,0,N,0,1,0.0
32,['Music'],[4],1,True,2,3,N,3,N,0,1,0.0
33,"['Physical Education', 'Foreign Language', 'History']","[4, 4, 5]",3,True,1,0,N,0,M,1,0,3.0
34,"['English', 'History']","[5, 3]",1,True,3,1,N,3,N,0,1,0.0
35,"['Computer Science', 'Physical Education']","[2, 5]",0,True,6,0,N,3,N,0,1,0.0
36,"['Science', 'Biology', 'Geography']","[2, 5, 3]",3,True,2,0,N,1,N,0,1,0.0
37,"['Literature', 'Maths', 'Computer Science']","[2, 3, 4]",0,True,8,0,N,1,W,1,3,1.5
38,"['Biology', 'Science']","[3, 4]",1,True,2,1,N,1,N,0,1,0.0
39,"['Geography', 'Physics', 'Maths', 'Economics', 'Computer Science']","[4, 2, 5, 4, 4]",0,True,8,0,1,3,N,0,1,0.0
40,['Biology'],[4],3,True,6,0,1,0,N,0,1,0.0
41,"['Economics', 'Geography']","[5, 4]",3,True,5,1,2,0,N,0,1,0.0
42,"['Economics', 'Geography', 'Chemistry']","[4, 3, 2]",3,True,1,0,N,3,S,1,0,4.5
43,"['Foreign Language', 'Computer Science', 'Physics']","[5, 2, 4]",1,True,5,1,0,1,W,1,3,1.5
44,"['Music', 'Art', 'Foreign Language']","[5, 5, 3]",0,True,6,0,N,3,N,0,1,0.0
45,"['Chemistry', 'English']","[2, 2]",3,True,6,1,N,3,N,0,1,0.0
46,['Biology'],[5],1,True,4,0,1,0,W,1,3,1.5
47,"['Computer Science', 'Art', 'History', 'Literature']","[2, 2, 5, 3]",1,True,4,0,2,0,N,0,1,0.0
48,"['Geography', 'Music']","[3, 2]",0,True,10,0,2,1,N,0,1,0.0
49,"['Physical Education', 'Maths']","[5, 3]",1,True,4,0,N,0,N,0,1,0.0
50,"['Art', 'Maths', 'English']","[5, 4, 4]",3,True,2,1,2,0,M,1,0,3.0
51,"['Art', 'Economics', 'Maths', 'Chemistry']","[2, 3, 3, 5]",3,True,5,1,N,0,N,0,1,0.0
52,"['English', 'Chemistry']","[5, 2]",1,True,9,1,N,1,N,0,1,0.0
53,"['Geography', 'Physical Education', 'Economics', 'Computer Science']","[2, 4, 5, 4]",0,True,4,3,N,1,M,1,0,3.0
54,"['Music', 'Maths', 'Foreign Language']","[2, 5, 5]",1,True,2,1,1,3,N,0,1,0.0
55,"['Computer Science', 'History']","[4, 2]",0,True,6,3,1,1,N,0,1,0.0
56,"['Biology', 'Chemistry']","[5, 3]",3,True,9,3,1,3,N,0,1,0.0
57,"['Computer Science', 'Biology']","[3, 5]",3,True,2,0,N,1,N,0,1,0.0
58,"['Music', 'Biology']","[2, 5]",1,True,3,0,N,1,N,0,1,0.0
59,"['Geography', 'Foreign Language']","[4, 4]",1,True,2,0,0,3,N,0,1,0.0
60,"['Physics', 'Music', 'English']","[5, 5, 5]",3,True,8,1,N,0,N,0,1,0.0
61,"['Literature', 'Computer Science']","[3, 2]",1,True,1,0,N,3,N,0,1,0.0
62,"['Physics', 'Biology', 'Computer Science', 'Art']","[4, 2, 5, 5]",1,True,4,1,1,1,N,0,1,0.0
63,"['Science', 'Computer Science', 'Biology']","[3, 3, 5]",1,True,6,1,N,1,M,1,0,3.0
64,"['Chemistry', 'History', 'Music', 'Science', 'Biology']","[3, 3, 5, 2, 5]",3,True,8,1,1,0,N,0,1,0.0
65,"['Chemistry', 'Biology']","[3, 5]",0,True,4,1,2,3,N,0,1,0.0
66,"['Economics', 'Physics', 'Geography']","[3, 2, 3]",1,True,7,1,1,0,M,1,0,3.0
67,['Foreign Language'],[5],3,True,3,1,N,3,N,0,1,0.0
68,"['Art', 'Science']","[2, 5]",1,True,6,0,N,3,N,0,1,0.0
69,"['Physics', 'History']","[5, 5]",0,True,4,0,1,0,N,0,1,0.0
70,"['Physics', 'Geography', 'Economics']","[2, 3, 5]",1,True,1,1,2,3,N,0,1,0.0
71,"['Music', 'Computer Science', 'Maths']","[5, 4, 5]",3,True,7,1,2,3,N,0,1,0.0
72,"['Music', 'Geography', 'Chemistry', 'Biology', 'History']","[3, 3, 4, 5, 2]",1,True,9,0,1,1,W,1,3,1.5
73,['Literature'],[4],0,True,3,1,N,0,N,0,1,0.0
74,"['Literature', 'English', 'Computer Science']","[3, 4, 4]",1,True,1,1,0,0,N,0,1,0.0
75,"['Biology', 'Physical Education', 'Computer Science']","[2, 3, 3]",3,True,6,1,N,1,N,0,1,0.0
76,['English'],[5],3,True,5,1,2,1,W,1,3,1.5
77,"['Physical Education', 'Maths', 'Foreign Language', 'Computer Science']","[3, 4, 5, 3]",0,True,4,1,N,1,N,0,1,0.0
78,"['Chemistry', 'Music']","[4, 3]",1,True,9,0,2,0,N,0,1,0.0
79,"['Economics', 'Maths']","[4, 3]",1,True,6,3,1,1,N,0,1,0.0
80,"['Literature', 'Art', 'Chemistry', 'Physics']","[5, 3, 4, 5]",0,True,8,0,N,1,N,0,1,0.0
81,"['Biology', 'Literature', 'Physics']","[2, 3, 4]",0,True,2,0,N,0,N,0,1,0.0
82,['Biology'],[4],3,True,2,1,N,0,N,0,1,0.0
83,"['History', 'Chemistry', 'Biology', 'Physical Education']","[4, 3, 5, 3]",1,True,6,1,N,0,N,0,1,0.0
84,"['Foreign Language', 'Computer Science', 'Music']","[3, 4, 4]",1,True,1,3,N,0,N,0,1,0.0
85,['Literature'],[2],1,True,1,1,N,0,N,0,1,0.0
86,"['Economics', 'Geography', 'Foreign Language']","[2, 3, 2]",1,True,3,0,2,1,W,1,3,1.5
87,['Foreign Language'],[3],3,True,5,0,N,1,M,1,0,3.0
88,"['Music', 'Science', 'History', 'Biology']","[5, 5, 5, 2]",3,True,4,0,2,1,N,0,1,0.0
89,"['Foreign Language', 'Music', 'Chemistry']","[5, 5, 3]",1,True,3,1,N,1,N,0,1,0.0
90,"['Literature', 'Art']","[4, 4]",1,True,4,1,N,3,N,0,1,0.0
