Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation
0,School Y,D,['Foreign Language'],[2],[4],3,True,2,0,6,0.5,3,0,N
1,School E,C,"['Maths', 'Physical Education', 'History', 'Science']","[1, 1, 1, 2]","[1, 0, 1, 4]",2,True,0,0,10,0.5,1,0,N
2,School A,A,['Physical Education'],[2],[0],1,True,1,0,8,1.0,2,0,N
3,School M1,D,['English'],[1],[1],1,True,1,0,11,1.0,0,1,basic
4,School H,D,['English'],[4],[2],0,True,0,0,9,2.0,0,0,N
5,School E,D,"['English', 'Literature']","[3, 1]","[3, 1]",0,True,1,0,9,0.5,0,0,N
6,School X,B,['Maths'],[2],[5],0,True,1,0,9,1.0,0,0,N
7,School T,A,"['History', 'Maths']","[3, 3]","[2, 4]",3,True,2,0,9,2.0,1,0,N
8,School J,E,"['History', 'Computer Science']","[1, 1]","[5, 0]",0,True,0,0,12,0.5,2,2,advanced
9,School P,D,"['Foreign Language', 'Physical Education', 'English', 'History']","[3, 1, 4, 4]","[1, 4, 0, 5]",0,True,0,0,6,0.5,1,0,N
10,School M,D,"['History', 'Foreign Language', 'Physical Education']","[2, 1, 3]","[3, 1, 2]",1,True,1,0,5,1.0,0,0,N
11,School X,A,['English'],[3],[2],0,True,0,0,8,0.5,2,0,N
12,School D1,C,"['History', 'Computer Science']","[2, 4]","[3, 1]",0,True,1,0,12,0.5,1,2,advanced
13,School M1,A,['Computer Science'],[3],[4],0,True,2,0,12,0.5,0,2,advanced
14,School J1,D,"['Maths', 'English', 'History', 'Science']","[2, 3, 4, 1]","[3, 4, 4, 5]",3,True,0,0,10,0.5,0,0,N
15,School Z,C,"['Geography', 'Art']","[1, 1]","[5, 2]",0,True,2,0,4,0.5,2,0,N
16,School N,A,"['Physical Education', 'History']","[1, 1]","[5, 4]",0,True,2,0,9,1.5,0,0,N
17,School W,B,"['Physical Education', 'English']","[1, 3]","[3, 3]",1,True,0,0,5,1.0,0,0,N
18,School C,E,"['English', 'Maths']","[2, 2]","[0, 1]",0,True,2,0,7,0.5,0,0,N
19,School J1,E,"['Foreign Language', 'English', 'Physical Education']","[3, 2, 3]","[4, 1, 3]",0,True,1,0,6,0.5,3,0,N
20,School E1,D,['English'],[2],[1],1,True,1,0,6,0.5,1,0,N
21,School D,C,['Computer Science'],[4],[5],0,True,2,0,8,0.5,0,0,N
22,School K,C,"['History', 'Economics']","[4, 2]","[1, 3]",0,True,1,0,11,0.5,2,1,N
23,School V,B,['History'],[3],[5],2,True,0,0,6,1.0,0,0,N
24,School G,A,"['History', 'Maths']","[1, 1]","[5, 2]",0,True,1,0,11,2.0,1,1,N
25,School N1,A,"['Maths', 'Literature']","[1, 1]","[3, 2]",1,True,0,0,9,1.0,1,0,N
26,School B1,A,['Maths'],[2],[0],1,True,0,0,11,1.0,2,1,N
27,School E,B,"['English', 'History']","[1, 3]","[0, 4]",0,True,1,0,9,0.5,0,0,N
28,School M1,D,"['Computer Science', 'English']","[2, 3]","[5, 0]",0,True,1,0,8,1.0,1,0,N
29,School I1,D,"['Foreign Language', 'History']","[3, 1]","[1, 2]",2,True,2,0,6,0.5,0,0,N
30,School Y,C,"['English', 'Science']","[3, 2]","[0, 4]",0,True,2,0,10,1.0,0,0,N
31,School A1,E,['Science'],[2],[4],0,True,1,0,4,0.5,1,0,N
32,School H,C,['History'],[2],[0],0,True,0,0,9,1.0,0,0,N
33,School Z,D,['English'],[1],[0],1,True,0,0,8,0.5,2,0,N
34,School O,C,['History'],[3],[3],0,True,2,0,10,1.5,0,0,N
35,School W,A,['History'],[1],[3],0,True,1,0,6,0.5,1,0,N
36,School C,E,['Literature'],[2],[3],0,True,2,0,9,2.0,0,0,N
37,School E,D,"['Foreign Language', 'History']","[2, 1]","[2, 1]",0,True,0,0,6,0.5,1,0,N
38,School N,B,"['English', 'Economics', 'Maths']","[4, 3, 3]","[3, 2, 5]",0,True,2,0,11,0.5,1,1,basic
39,School X,D,"['English', 'Physical Education']","[1, 2]","[4, 0]",1,True,0,0,8,1.0,2,0,N
40,School I,C,"['Maths', 'History']","[3, 2]","[5, 2]",0,True,1,0,8,0.5,0,0,N
41,School G,E,['Economics'],[4],[4],0,True,1,0,11,0.5,0,1,advanced
42,School A1,B,"['Physical Education', 'Computer Science', 'Maths', 'English']","[1, 2, 3, 2]","[2, 5, 3, 3]",0,True,2,0,12,1.0,1,2,advanced
43,School H,E,['Physical Education'],[3],[1],0,True,2,0,10,1.0,0,0,N
44,School C1,D,"['History', 'Physical Education']","[2, 3]","[1, 5]",3,True,1,0,5,1.0,1,0,N
45,School W,D,"['History', 'Foreign Language', 'English', 'Physical Education']","[1, 1, 2, 2]","[4, 3, 2, 5]",0,True,0,0,5,0.5,1,0,N
46,School C1,E,"['English', 'Physical Education']","[1, 3]","[3, 1]",0,True,2,0,7,0.5,1,0,N
47,School D,B,['Maths'],[2],[3],1,True,0,0,5,1.0,1,0,N
48,School C1,C,['Physical Education'],[1],[0],0,True,0,0,12,2.0,1,2,advanced
