Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM
0,"['Chemistry', 'Biology']","[2, 4]",1,True,5,1,0,0,N,0,1,0.0
1,['Physical Education'],[3],3,True,2,0,1,0,N,0,1,0.0
2,"['Foreign Language', 'Chemistry', 'Maths']","[2, 2, 2]",1,True,3,0,N,1,N,0,1,0.0
3,['Music'],[2],0,True,9,0,N,0,N,0,1,0.0
4,"['History', 'Maths', 'Physics']","[5, 3, 3]",0,True,2,0,1,0,S,1,0,4.5
5,"['Economics', 'Foreign Language', 'Computer Science', 'Geography', 'Music']","[5, 2, 4, 5, 5]",1,True,7,1,N,0,W,1,3,1.5
6,['Maths'],[3],1,True,3,0,N,1,N,0,1,0.0
7,"['Economics', 'Foreign Language', 'Biology']","[2, 5, 4]",3,True,3,0,1,1,W,1,3,1.5
8,"['Foreign Language', 'Geography']","[4, 5]",3,True,7,1,N,0,N,0,1,0.0
9,"['Foreign Language', 'Computer Science', 'Music']","[3, 2, 5]",0,True,2,3,N,3,N,0,1,0.0
10,"['Chemistry', 'Maths', 'Biology', 'Computer Science']","[3, 4, 3, 3]",1,True,5,0,N,3,W,1,3,1.5
11,"['Foreign Language', 'Literature', 'Maths', 'Biology']","[4, 5, 4, 4]",1,True,6,0,N,1,N,0,1,0.0
12,"['Economics', 'Maths']","[3, 3]",0,True,1,1,1,0,N,0,1,0.0
13,"['Biology', 'Art']","[3, 5]",3,True,3,1,N,0,W,1,3,1.5
14,"['History', 'Biology']","[5, 5]",0,True,2,0,N,0,N,0,1,0.0
15,"['Economics', 'Biology']","[5, 2]",3,True,4,3,N,0,N,0,1,0.0
16,"['Maths', 'Geography']","[5, 4]",1,True,3,0,N,1,N,0,1,0.0
17,"['Economics', 'Physical Education', 'English']","[4, 4, 3]",0,True,3,0,N,3,N,0,1,0.0
18,"['History', 'English', 'Music', 'Literature']","[2, 5, 5, 3]",3,True,5,0,N,0,N,0,1,0.0
19,"['Economics', 'Physical Education', 'Biology']","[3, 5, 5]",1,True,6,0,N,0,N,0,1,0.0
20,['Literature'],[4],0,True,6,1,1,3,N,0,1,0.0
21,"['Biology', 'Foreign Language']","[2, 5]",0,True,5,0,N,0,N,0,1,0.0
22,['History'],[5],3,True,7,1,2,0,M,1,0,3.0
23,"['Literature', 'Chemistry', 'Computer Science']","[5, 5, 2]",3,True,2,0,N,0,N,0,1,0.0
24,"['Foreign Language', 'Art', 'Science']","[4, 3, 3]",0,True,3,1,N,1,N,0,1,0.0
25,"['Foreign Language', 'Music', 'Geography']","[3, 3, 5]",3,True,1,1,N,0,M,1,0,3.0
26,['Physical Education'],[3],0,True,3,0,N,0,N,0,1,0.0
27,"['Economics', 'Literature', 'Geography', 'English', 'Physics']","[4, 5, 5, 3, 4]",0,True,10,0,2,3,N,0,1,0.0
28,['Maths'],[3],1,True,1,0,1,1,N,0,1,0.0
29,"['Music', 'Geography']","[3, 4]",0,True,5,1,N,1,N,0,1,0.0
30,['Maths'],[5],1,True,1,1,1,0,N,0,1,0.0
31,['Geography'],[3],1,True,3,3,N,3,N,0,1,0.0
32,"['Geography', 'Maths', 'Physical Education', 'Computer Science']","[3, 5, 4, 5]",3,True,6,0,2,3,N,0,1,0.0
33,['English'],[5],1,True,7,0,N,0,N,0,1,0.0
34,"['Art', 'Computer Science', 'Maths']","[2, 5, 3]",3,True,1,0,N,3,N,0,1,0.0
35,"['Music', 'Science']","[2, 5]",0,True,1,0,1,0,N,0,1,0.0
36,"['Music', 'History', 'Science', 'Biology', 'Foreign Language']","[2, 4, 4, 2, 3]",3,True,9,1,N,3,M,1,0,3.0
37,"['History', 'Biology']","[4, 5]",3,True,1,1,N,1,N,0,1,0.0
38,['History'],[3],0,True,6,1,N,1,N,0,1,0.0
39,"['Chemistry', 'Physics', 'Music']","[3, 2, 4]",0,True,3,0,N,1,N,0,1,0.0
