Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM
0,['Economics'],[2],1,True,7,1,1,3,N,0,1,0.0
1,"['Biology', 'Art', 'Physics', 'English']","[3, 3, 5, 4]",1,True,5,0,N,3,M,1,0,3.0
2,"['Art', 'Geography', 'Economics', 'Physical Education']","[4, 5, 4, 3]",1,True,9,0,N,1,N,0,1,0.0
3,['Economics'],[5],3,True,6,0,N,1,N,0,1,0.0
4,"['Music', 'Biology', 'Economics']","[4, 5, 2]",1,True,1,0,1,0,N,0,1,0.0
5,['Chemistry'],[2],3,True,4,0,N,0,S,1,0,4.5
6,['Art'],[2],1,True,2,1,N,0,N,0,1,0.0
7,['Economics'],[3],1,True,6,0,N,1,N,0,1,0.0
8,"['Chemistry', 'Physics', 'Computer Science']","[5, 2, 5]",0,True,2,1,N,1,N,0,1,0.0
9,['Physical Education'],[3],1,True,2,1,1,1,N,0,1,0.0
