Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM
0,"['Music', 'English', 'Geography', 'Economics']","[3, 3, 5, 3]",1,True,8,3,1,1,N,0,1,0.0
1,"['Maths', 'Art', 'Computer Science', 'Economics']","[2, 3, 2, 4]",1,True,6,3,2,3,N,0,1,0.0
2,"['Physics', 'English', 'Computer Science']","[4, 3, 5]",3,True,1,0,N,3,N,0,1,0.0
3,"['English', 'Maths', 'Economics', 'Biology', 'Physical Education']","[5, 5, 5, 4, 5]",3,True,10,0,1,0,N,0,1,0.0
4,"['Music', 'Economics', 'Biology']","[4, 2, 4]",1,True,1,0,N,3,N,0,1,0.0
5,"['Maths', 'Science']","[5, 4]",0,True,5,1,2,0,N,0,1,0.0
6,"['Physical Education', 'Geography']","[5, 4]",1,True,2,1,2,3,N,0,1,0.0
7,"['English', 'Economics', 'History']","[4, 5, 2]",0,True,6,3,N,0,M,1,0,3.0
8,"['Science', 'English']","[4, 4]",1,True,1,0,N,3,N,0,1,0.0
9,"['Physical Education', 'Maths', 'History', 'Geography']","[3, 2, 3, 5]",3,True,4,1,0,3,N,0,1,0.0
10,"['Physical Education', 'Science', 'Biology', 'Geography']","[4, 4, 2, 2]",1,True,6,1,N,0,N,0,1,0.0
11,"['Computer Science', 'Science', 'History', 'Economics']","[5, 5, 3, 4]",0,True,6,0,N,0,N,0,1,0.0
12,"['Music', 'Chemistry']","[3, 3]",1,True,6,0,0,1,N,0,1,0.0
13,"['Music', 'Geography']","[4, 2]",3,True,1,1,N,0,N,0,1,0.0
14,['Computer Science'],[4],3,True,1,1,N,3,N,0,1,0.0
15,"['Biology', 'Music']","[4, 4]",3,True,4,0,N,1,N,0,1,0.0
16,['Literature'],[2],3,True,6,1,N,1,N,0,1,0.0
17,['Foreign Language'],[3],0,True,4,0,1,3,M,1,0,3.0
18,"['Science', 'Geography', 'Maths']","[4, 3, 2]",3,True,2,0,1,3,M,1,0,3.0
19,"['History', 'Physical Education', 'Chemistry']","[3, 2, 2]",3,True,7,0,1,0,N,0,1,0.0
20,['Literature'],[5],1,True,9,0,0,3,N,0,1,0.0
21,"['Music', 'Foreign Language', 'Biology']","[3, 3, 5]",3,True,5,0,N,0,N,0,1,0.0
22,"['Science', 'Physical Education']","[2, 5]",0,True,6,0,1,0,N,0,1,0.0
23,['English'],[3],1,True,5,1,1,1,N,0,1,0.0
24,"['Art', 'Foreign Language', 'Economics', 'Music', 'History']","[5, 4, 4, 5, 3]",1,True,9,3,1,1,N,0,1,0.0
25,"['Physics', 'Art', 'Biology']","[5, 5, 4]",1,True,2,0,1,3,M,1,0,3.0
