Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM
0,"['Art', 'Geography']","[4, 2]",3,True,1,0,N,0,N,0,1,0.0
1,['Music'],[4],3,True,4,0,N,0,M,1,0,3.0
2,"['Computer Science', 'Geography', 'History']","[2, 3, 5]",0,True,6,1,N,3,N,0,1,0.0
3,['History'],[5],0,True,10,0,1,0,N,0,1,0.0
4,['English'],[3],0,True,9,3,N,0,N,0,1,0.0
5,"['Biology', 'Physical Education', 'Chemistry']","[2, 2, 5]",0,True,4,0,N,0,N,0,1,0.0
6,['Geography'],[3],3,True,3,1,N,3,N,0,1,0.0
7,['Physical Education'],[5],3,True,5,1,0,3,N,0,1,0.0
8,"['Chemistry', 'Computer Science']","[2, 3]",1,True,3,1,N,3,N,0,1,0.0
9,"['History', 'Art', 'Economics']","[2, 2, 3]",3,True,4,1,2,0,S,1,0,4.5
10,['English'],[3],0,True,3,0,2,3,N,0,1,0.0
11,"['Maths', 'Economics', 'History']","[3, 4, 3]",0,True,5,1,1,0,N,0,1,0.0
12,"['Economics', 'Literature']","[3, 5]",0,True,6,0,N,0,N,0,1,0.0
13,"['Maths', 'Physics', 'Physical Education', 'Biology']","[4, 4, 5, 3]",0,True,7,1,N,1,S,1,0,4.5
14,"['Biology', 'Chemistry', 'Science', 'History']","[4, 5, 3, 3]",0,True,4,1,N,3,N,0,1,0.0
15,['Science'],[5],3,True,2,0,1,3,N,0,1,0.0
16,"['Economics', 'Physics']","[5, 2]",0,True,5,3,2,0,N,0,1,0.0
17,"['Biology', 'Geography', 'Literature']","[4, 4, 4]",3,True,6,0,N,1,N,0,1,0.0
18,"['Foreign Language', 'Art', 'Chemistry']","[3, 5, 5]",3,True,5,0,N,3,N,0,1,0.0
19,"['Computer Science', 'Geography']","[3, 2]",1,True,4,1,1,0,N,0,1,0.0
20,['Physical Education'],[2],3,True,6,1,N,3,N,0,1,0.0
