Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM
0,"['Science', 'Physics']","[4, 4]",1,True,2,1,1,1,N,0,1,0.0
1,['Music'],[4],0,True,3,1,1,1,N,0,1,0.0
2,"['Chemistry', 'Literature']","[5, 5]",1,True,1,0,2,1,N,0,1,0.0
3,"['Foreign Language', 'Physical Education', 'Music']","[5, 4, 4]",1,True,4,0,2,0,N,0,1,0.0
4,"['Foreign Language', 'History', 'Science']","[4, 2, 4]",3,True,4,0,N,1,N,0,1,0.0
5,"['Science', 'Foreign Language']","[3, 2]",3,True,2,1,1,3,N,0,1,0.0
6,"['Physical Education', 'Economics', 'History', 'Biology']","[2, 3, 3, 4]",0,True,4,3,N,3,N,0,1,0.0
7,['Maths'],[5],3,True,3,1,N,0,N,0,1,0.0
8,"['Art', 'Computer Science']","[2, 4]",3,True,4,1,N,1,N,0,1,0.0
9,"['Art', 'Physical Education', 'Chemistry']","[3, 4, 5]",1,True,5,1,1,3,N,0,1,0.0
10,"['English', 'Chemistry']","[5, 2]",1,True,10,1,N,1,N,0,1,0.0
11,"['Foreign Language', 'Geography', 'Physical Education', 'Physics']","[3, 5, 4, 5]",0,True,9,1,2,3,N,0,1,0.0
12,"['Foreign Language', 'Maths']","[5, 4]",1,True,1,1,N,1,S,1,0,4.5
13,"['Art', 'Economics', 'Science', 'Biology', 'Music']","[5, 4, 4, 3, 2]",3,True,10,1,2,3,S,1,0,4.5
14,"['Economics', 'Art', 'Chemistry']","[4, 2, 3]",0,True,6,1,1,0,N,0,1,0.0
15,"['Biology', 'English']","[5, 5]",3,True,3,0,N,1,N,0,1,0.0
16,['Biology'],[4],3,True,7,3,N,3,N,0,1,0.0
17,"['Music', 'Geography', 'Chemistry']","[2, 2, 3]",3,True,3,0,2,0,N,0,1,0.0
18,['Foreign Language'],[3],3,True,2,0,1,1,N,0,1,0.0
19,"['Music', 'Physical Education', 'Chemistry', 'Literature']","[2, 2, 4, 3]",1,True,5,1,N,1,N,0,1,0.0
20,"['History', 'Chemistry']","[5, 2]",1,True,2,0,1,1,N,0,1,0.0
21,"['Biology', 'Computer Science']","[3, 4]",1,True,9,0,N,0,N,0,1,0.0
22,"['Geography', 'Art', 'Chemistry']","[4, 4, 2]",3,True,4,0,2,0,M,1,0,3.0
23,['Geography'],[5],0,True,2,0,2,3,N,0,1,0.0
24,"['Science', 'Economics', 'Physical Education']","[2, 4, 3]",1,True,4,1,2,3,M,1,0,3.0
25,['English'],[5],3,True,8,0,0,1,N,0,1,0.0
26,"['Biology', 'Economics']","[5, 3]",3,True,3,0,2,0,N,0,1,0.0
27,"['Literature', 'Art', 'Maths', 'Geography']","[3, 2, 4, 4]",3,True,6,0,1,0,N,0,1,0.0
28,['Physics'],[4],1,True,2,1,N,3,N,0,1,0.0
29,['Foreign Language'],[5],3,True,4,3,1,1,N,0,1,0.0
30,"['Physical Education', 'English']","[4, 5]",1,True,9,0,N,3,N,0,1,0.0
31,"['History', 'Computer Science', 'Chemistry']","[3, 3, 4]",1,True,3,0,1,3,N,0,1,0.0
32,"['History', 'Science', 'Geography', 'Economics']","[4, 3, 4, 2]",1,True,4,1,N,1,W,1,3,1.5
33,['Biology'],[3],1,True,2,0,N,0,N,0,1,0.0
34,"['Science', 'Music', 'Art']","[5, 5, 3]",0,True,5,1,2,0,N,0,1,0.0
35,"['Science', 'Foreign Language', 'Computer Science']","[4, 5, 3]",3,True,3,1,N,1,N,0,1,0.0
36,"['Science', 'Maths']","[4, 5]",3,True,2,0,1,3,N,0,1,0.0
37,['Foreign Language'],[3],0,True,2,0,N,1,N,0,1,0.0
38,"['Chemistry', 'Science']","[2, 3]",3,True,4,0,1,0,N,0,1,0.0
39,"['Geography', 'Science']","[5, 2]",3,True,4,1,0,3,N,0,1,0.0
