Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM
0,"['Physics', 'Science', 'History', 'Physical Education']","[3, 3, 5, 2]",0,True,4,1,N,0,N,0,1,0.0
1,"['English', 'Physics', 'Computer Science']","[2, 4, 5]",1,True,6,0,N,1,N,0,1,0.0
2,"['English', 'Literature', 'Art']","[4, 2, 4]",1,True,5,1,2,0,M,1,0,3.0
3,"['History', 'Music', 'Art', 'Chemistry']","[4, 4, 3, 4]",1,True,5,0,N,3,N,0,1,0.0
4,"['History', 'Maths', 'Economics']","[5, 2, 3]",1,True,3,0,N,3,S,1,0,4.5
5,"['Literature', 'Foreign Language', 'Economics', 'History']","[2, 5, 2, 4]",1,True,4,0,N,3,N,0,1,0.0
6,['Science'],[4],0,True,5,1,N,3,S,1,0,4.5
7,"['Chemistry', 'English', 'Biology', 'Foreign Language']","[3, 5, 2, 5]",0,True,10,1,1,3,N,0,1,0.0
8,"['Science', 'Physical Education', 'Chemistry', 'English']","[3, 2, 4, 2]",3,True,5,1,N,3,N,0,1,0.0
9,['Computer Science'],[5],3,True,7,1,1,0,N,0,1,0.0
