Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation
0,School M,B,['Physical Education'],[2],[3],0,True,2,0,9,1.0,0,0,N
1,School K,C,"['History', 'Physical Education']","[1, 2]","[2, 5]",2,True,1,0,7,1.0,0,0,N
2,School H,E,['Maths'],[1],[4],0,True,0,0,5,1.0,3,0,N
3,School U,A,['English'],[3],[4],1,True,1,0,5,0.5,0,0,N
4,School G,A,['Economics'],[1],[1],0,True,1,0,11,1.5,3,1,basic
5,School A,E,['English'],[1],[1],0,True,1,0,8,0.5,2,0,N
6,School O,E,"['Maths', 'Computer Science']","[3, 3]","[0, 3]",0,True,2,0,12,0.5,3,2,advanced
7,School X,A,"['History', 'Physical Education', 'Foreign Language']","[1, 1, 2]","[5, 2, 4]",0,True,2,0,5,0.5,0,0,N
8,School M,A,"['Physical Education', 'History', 'English']","[1, 3, 4]","[4, 0, 1]",0,True,1,0,7,1.0,0,0,N
9,School B,A,"['English', 'Physical Education']","[1, 2]","[1, 4]",0,True,1,0,7,0.5,0,0,N
10,School F,C,"['Maths', 'Science', 'Art', 'Geography']","[4, 1, 2, 1]","[4, 1, 4, 0]",2,True,1,0,4,1.0,0,0,N
11,School Q,D,['Maths'],[2],[2],2,True,0,0,8,0.5,0,0,N
12,School Q,B,['English'],[3],[0],1,True,1,0,11,1.0,3,1,advanced
13,School W,E,"['Maths', 'English']","[3, 2]","[4, 3]",1,True,2,0,9,0.5,1,0,N
14,School U,E,['Physical Education'],[2],[0],0,True,1,0,6,1.0,1,0,N
15,School K,E,"['Maths', 'History', 'Literature']","[2, 1, 2]","[1, 0, 2]",1,True,2,0,9,1.0,0,0,N
16,School U,D,"['Maths', 'Physical Education', 'History']","[1, 1, 1]","[5, 2, 1]",1,True,2,0,6,1.0,2,0,N
17,School I,C,"['English', 'Physical Education']","[3, 2]","[0, 0]",2,True,1,0,8,1.0,1,0,N
18,School Z,E,['Literature'],[2],[1],0,True,1,0,9,1.0,0,0,N
19,School Y,B,"['Science', 'Art']","[3, 3]","[0, 4]",0,True,2,0,4,1.5,0,0,N
20,School I,A,['English'],[1],[4],0,True,1,0,7,0.5,2,0,N
21,School V,E,"['Science', 'Maths']","[4, 2]","[0, 3]",0,True,2,0,4,0.5,0,0,N
22,School R,B,['Physical Education'],[2],[2],0,True,0,0,12,1.0,3,2,advanced
23,School B,E,['Maths'],[1],[1],0,True,2,0,6,1.0,0,0,N
24,School Q,B,['English'],[2],[2],0,True,1,0,9,0.5,1,0,N
25,School Y,D,"['Maths', 'Physical Education', 'Literature', 'English']","[2, 2, 1, 2]","[1, 2, 3, 2]",2,True,1,0,9,0.5,1,0,N
26,School C,A,['English'],[1],[5],1,True,2,0,4,0.5,0,0,N
27,School A,E,"['English', 'Maths', 'History']","[3, 1, 2]","[5, 1, 1]",1,True,1,0,9,0.5,0,0,N
28,School C,A,['Physical Education'],[1],[4],0,True,2,0,9,1.5,3,0,N
29,School S,C,['History'],[3],[3],1,True,0,0,12,0.5,1,2,advanced
30,School Q,D,"['Physical Education', 'Science']","[1, 3]","[3, 5]",1,True,2,0,10,0.5,1,0,N
31,School J,B,['Geography'],[1],[3],0,True,0,0,4,0.5,1,0,N
32,School D,D,"['Physical Education', 'Economics', 'Maths']","[2, 3, 3]","[5, 5, 1]",0,True,1,0,11,0.5,1,1,N
33,School F,B,"['English', 'Physical Education']","[4, 1]","[1, 0]",1,True,0,0,6,0.5,1,0,N
34,School O,A,['Maths'],[1],[2],0,True,0,0,9,0.5,2,0,N
35,School U,E,['Science'],[1],[2],0,True,0,0,4,0.5,1,0,N
36,School E,A,"['Maths', 'English']","[1, 2]","[1, 2]",2,True,2,0,11,0.5,1,1,basic
37,School P,E,"['Foreign Language', 'Maths']","[2, 2]","[3, 4]",0,True,0,0,6,0.5,1,0,N
38,School Q,A,['Maths'],[2],[3],0,True,0,0,4,1.0,0,0,N
39,School R,D,['English'],[1],[2],0,True,0,0,5,0.5,1,0,N
