Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM
0,"['Computer Science', 'Physics', 'Physical Education']","[4, 5, 2]",3,True,8,1,N,0,N,0,1,0.0
1,['Computer Science'],[4],1,True,4,3,N,1,N,0,1,0.0
2,['Music'],[4],1,True,1,1,N,0,N,0,1,0.0
3,"['Computer Science', 'Economics']","[3, 4]",3,True,3,1,2,1,N,0,1,0.0
4,"['Maths', 'Physical Education']","[5, 4]",3,True,2,1,N,0,N,0,1,0.0
5,"['Art', 'History', 'Music']","[5, 2, 4]",1,True,4,1,2,0,N,0,1,0.0
6,"['Biology', 'Science']","[2, 5]",0,True,6,0,1,3,N,0,1,0.0
7,"['History', 'Art', 'Physical Education']","[4, 2, 3]",0,True,5,0,N,1,N,0,1,0.0
8,"['Computer Science', 'Geography']","[3, 2]",0,True,5,0,1,0,N,0,1,0.0
9,"['Foreign Language', 'Physical Education']","[2, 2]",1,True,4,1,N,1,N,0,1,0.0
10,"['English', 'Economics', 'Maths', 'Computer Science']","[2, 2, 5, 3]",0,True,4,1,2,3,N,0,1,0.0
11,"['Economics', 'Music']","[4, 2]",0,True,3,1,N,3,N,0,1,0.0
12,['History'],[4],0,True,3,1,N,1,N,0,1,0.0
13,"['Music', 'History']","[2, 5]",0,True,2,1,2,1,N,0,1,0.0
14,"['Music', 'Literature', 'Chemistry', 'Physical Education']","[3, 3, 3, 5]",0,True,6,1,2,0,N,0,1,0.0
15,"['Music', 'Physics']","[5, 5]",3,True,3,1,N,3,N,0,1,0.0
16,['Geography'],[2],1,True,2,0,N,0,N,0,1,0.0
17,"['Economics', 'Physical Education']","[2, 4]",3,True,1,0,N,0,N,0,1,0.0
18,"['Geography', 'Physical Education']","[3, 3]",1,True,6,0,N,3,N,0,1,0.0
19,"['Chemistry', 'Physical Education']","[4, 5]",1,True,6,0,1,3,N,0,1,0.0
20,"['Geography', 'Economics']","[4, 2]",3,True,1,0,N,1,N,0,1,0.0
21,"['Music', 'History', 'Geography', 'Literature']","[4, 3, 5, 4]",1,True,4,3,2,1,N,0,1,0.0
22,"['Economics', 'Physics', 'Computer Science']","[5, 4, 4]",1,True,1,0,N,3,M,1,0,3.0
23,['Economics'],[5],0,True,1,0,N,3,N,0,1,0.0
24,"['Science', 'English', 'Art', 'Music']","[5, 2, 2, 4]",0,True,6,3,1,1,N,0,1,0.0
25,['History'],[5],3,True,2,0,N,1,N,0,1,0.0
26,['Physical Education'],[2],1,True,3,1,N,0,N,0,1,0.0
27,"['Literature', 'Physics', 'Music']","[2, 4, 3]",1,True,5,0,0,3,W,1,3,1.5
28,"['Physical Education', 'Biology', 'Science']","[5, 4, 4]",3,True,5,3,N,3,N,0,1,0.0
29,"['Music', 'English', 'Literature', 'Maths', 'Geography']","[5, 5, 5, 3, 3]",0,True,9,0,N,3,N,0,1,0.0
30,"['Geography', 'Biology', 'Physical Education']","[2, 2, 3]",0,True,1,1,2,1,N,0,1,0.0
31,['Computer Science'],[3],0,True,5,0,0,3,N,0,1,0.0
32,"['History', 'Geography', 'Music']","[4, 2, 2]",3,True,3,3,N,1,N,0,1,0.0
33,"['Computer Science', 'Economics']","[4, 3]",0,True,6,1,N,0,N,0,1,0.0
34,['English'],[5],0,True,2,1,N,3,N,0,1,0.0
35,['Art'],[5],3,True,1,0,2,0,N,0,1,0.0
36,"['Music', 'History', 'Maths']","[3, 4, 5]",0,True,6,1,N,1,N,0,1,0.0
37,"['Science', 'Chemistry']","[5, 2]",0,True,3,1,N,1,W,1,3,1.5
38,"['Literature', 'English', 'Foreign Language', 'Geography']","[3, 4, 3, 4]",3,True,7,0,N,3,N,0,1,0.0
39,['Music'],[3],0,True,1,1,2,3,N,0,1,0.0
40,"['Economics', 'Computer Science']","[4, 2]",3,True,8,0,0,3,N,0,1,0.0
41,"['Music', 'Physics']","[5, 2]",3,True,2,0,0,3,N,0,1,0.0
42,"['Physical Education', 'Foreign Language', 'Biology', 'Music', 'History']","[3, 5, 2, 5, 2]",1,True,9,1,2,3,N,0,1,0.0
43,"['Chemistry', 'Music', 'Geography', 'Foreign Language']","[4, 5, 4, 3]",3,True,6,0,N,0,N,0,1,0.0
44,"['Maths', 'Economics']","[4, 2]",3,True,1,1,N,0,N,0,1,0.0
45,"['Geography', 'Physical Education']","[5, 3]",1,True,6,1,N,3,N,0,1,0.0
46,"['Art', 'Geography', 'Music']","[4, 2, 4]",1,True,7,0,2,3,N,0,1,0.0
47,"['Economics', 'Maths', 'Biology', 'Geography']","[5, 5, 3, 4]",0,True,5,0,2,0,N,0,1,0.0
48,"['Geography', 'Music', 'Literature']","[4, 4, 5]",0,True,3,1,N,1,N,0,1,0.0
49,['Maths'],[5],0,True,4,0,N,3,N,0,1,0.0
50,"['Physical Education', 'Art', 'Geography', 'Maths', 'Literature']","[2, 5, 5, 2, 5]",0,True,7,3,N,3,N,0,1,0.0
51,"['History', 'English', 'Foreign Language', 'Physical Education']","[3, 4, 2, 4]",3,True,8,3,N,1,N,0,1,0.0
52,['English'],[5],3,True,5,1,N,1,N,0,1,0.0
53,['Geography'],[2],3,True,8,1,2,3,N,0,1,0.0
54,"['Geography', 'History', 'Economics']","[4, 3, 5]",1,True,2,1,N,0,N,0,1,0.0
55,"['Foreign Language', 'Computer Science']","[5, 4]",3,True,5,1,N,0,N,0,1,0.0
56,"['Economics', 'Physics']","[4, 2]",3,True,2,0,1,0,N,0,1,0.0
57,"['History', 'Literature']","[3, 4]",0,True,1,1,2,1,N,0,1,0.0
58,"['Music', 'Literature']","[5, 4]",1,True,2,1,N,0,N,0,1,0.0
59,"['Physical Education', 'Biology']","[4, 3]",3,True,7,1,N,3,N,0,1,0.0
60,"['History', 'Science', 'Biology']","[3, 3, 4]",1,True,5,0,1,0,N,0,1,0.0
61,['Computer Science'],[5],1,True,6,0,N,0,N,0,1,0.0
62,"['Literature', 'Physics', 'Biology']","[5, 2, 4]",3,True,8,1,N,0,N,0,1,0.0
63,"['Physical Education', 'Computer Science']","[2, 2]",1,True,4,0,N,0,N,0,1,0.0
64,['Economics'],[5],1,True,1,0,N,1,N,0,1,0.0
65,"['Music', 'Chemistry']","[3, 2]",0,True,7,1,N,3,N,0,1,0.0
66,"['English', 'Music']","[2, 5]",3,True,3,0,0,1,N,0,1,0.0
