Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation
0,School C1,E,['English'],[2],[5],0,True,2,0,4,1.5,0,0,N
1,School L,D,"['Geography', 'Art']","[2, 1]","[3, 1]",0,True,0,0,4,0.5,2,0,N
2,School U,A,['Computer Science'],[4],[2],0,True,0,0,8,0.5,0,0,N
3,School K1,B,['Science'],[3],[4],0,False,1,0,4,1.0,0,0,N
4,School X1,C,"['Economics', 'English']","[4, 1]","[1, 1]",0,True,0,0,11,0.5,0,1,N
5,School P1,D,"['English', 'Maths']","[3, 1]","[3, 4]",0,False,1,0,4,0.5,2,0,N
6,School E,B,"['History', 'Maths']","[4, 2]","[1, 5]",1,True,1,0,7,1.0,0,0,N
7,School X1,E,['Maths'],[2],[2],1,True,0,0,11,0.5,1,1,advanced
8,School F,D,"['Science', 'Art']","[2, 4]","[2, 5]",0,True,0,0,4,0.5,1,0,N
9,School B1,C,"['Physical Education', 'History']","[3, 2]","[5, 4]",0,True,1,0,12,0.5,0,2,advanced
10,School F1,A,"['Maths', 'History']","[3, 2]","[0, 3]",1,True,1,0,7,0.5,2,0,N
11,School Z1,E,"['History', 'Science']","[1, 1]","[1, 1]",0,True,0,0,10,0.5,0,0,N
12,School O1,D,['English'],[2],[2],0,True,1,0,11,0.5,1,1,N
13,School Q,C,['Maths'],[2],[3],0,False,2,0,4,1.0,2,0,N
14,School E1,A,"['Maths', 'History']","[1, 2]","[3, 1]",0,True,1,0,7,0.5,1,0,N
15,School L1,C,"['Foreign Language', 'Maths']","[1, 2]","[3, 5]",0,False,2,0,7,1.0,2,0,N
16,School S1,E,['Physical Education'],[3],[4],1,True,0,0,7,0.5,2,0,N
17,School E1,A,['History'],[3],[5],0,True,1,0,12,1.0,2,2,advanced
18,School S,E,"['Maths', 'History']","[2, 3]","[1, 0]",1,True,2,0,11,0.5,1,1,basic
19,School A1,E,['History'],[2],[1],0,True,1,0,9,1.0,0,0,N
20,School U,C,"['Physical Education', 'History']","[2, 2]","[2, 0]",0,True,2,0,7,1.0,0,0,N
21,School K,A,['Foreign Language'],[1],[4],0,True,2,0,6,0.5,0,0,N
22,School X1,C,"['History', 'Physical Education']","[3, 2]","[4, 0]",1,True,2,0,11,1.0,0,1,advanced
23,School J1,D,"['Maths', 'History']","[3, 2]","[4, 3]",1,True,0,0,9,0.5,0,0,N
24,School U,D,['Literature'],[3],[0],0,False,2,0,9,0.5,2,0,N
25,School D,E,['English'],[4],[2],1,True,0,0,6,1.0,1,0,N
26,School B1,E,['Computer Science'],[2],[2],1,True,1,0,12,1.0,2,2,advanced
27,School D1,C,['Science'],[3],[3],0,True,0,0,4,1.5,1,0,N
28,School X,B,['Art'],[1],[2],0,False,2,0,4,1.0,0,0,N
29,School Y,A,"['Physical Education', 'Maths', 'Foreign Language', 'History']","[3, 3, 1, 1]","[5, 1, 1, 1]",0,True,1,0,6,1.0,0,0,N
