Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation
0,School J1,A,['English'],[3],[3],0,False,1,0,11,0.5,0,1,advanced
1,School J,A,"['English', 'Computer Science', 'Maths']","[3, 3, 3]","[4, 5, 4]",0,True,2,0,8,2.0,1,0,N
2,School G1,E,['Computer Science'],[4],[0],0,True,2,0,12,1.0,0,2,advanced
3,School N,D,"['Physical Education', 'Maths']","[2, 4]","[5, 3]",0,False,0,0,12,1.5,1,2,advanced
4,School M1,A,['History'],[3],[1],0,True,0,0,9,1.0,1,0,N
5,School K1,B,['Foreign Language'],[2],[4],0,True,0,0,6,1.5,2,0,N
6,School Z,C,"['Foreign Language', 'Physical Education']","[2, 3]","[4, 4]",0,False,0,0,7,0.5,0,0,N
7,School R,C,"['Foreign Language', 'Maths', 'History']","[1, 2, 4]","[4, 3, 3]",1,False,0,0,5,0.5,1,0,N
8,School D1,B,"['History', 'Maths']","[1, 1]","[2, 5]",0,True,0,0,8,0.5,0,0,N
9,School C,B,"['History', 'Computer Science']","[2, 2]","[0, 2]",0,True,0,0,12,0.5,0,2,advanced
10,School N1,B,['Literature'],[1],[5],0,True,2,0,9,1.0,1,0,N
11,School V1,D,"['Physical Education', 'Literature', 'Maths']","[3, 1, 4]","[2, 2, 2]",0,True,1,0,9,2.0,1,0,N
12,School P1,C,"['Literature', 'Physical Education']","[4, 1]","[1, 2]",3,True,1,0,9,0.5,1,0,N
13,School M1,E,['English'],[2],[0],0,True,2,0,4,1.0,1,0,N
14,School I,A,"['History', 'English']","[1, 1]","[3, 5]",3,True,2,0,12,0.5,3,2,advanced
15,School O1,E,"['English', 'History']","[2, 1]","[0, 5]",0,False,2,0,10,0.5,0,0,N
16,School E,E,['English'],[4],[5],0,True,0,0,9,1.0,0,0,N
17,School Y,E,"['English', 'Computer Science']","[2, 1]","[2, 4]",0,False,2,0,12,1.0,1,2,advanced
18,School A2,B,"['English', 'Maths', 'Computer Science']","[2, 1, 4]","[0, 5, 3]",0,True,0,0,12,0.5,0,2,advanced
19,School M1,A,['History'],[3],[4],0,True,0,0,11,0.5,0,1,N
20,School B1,A,"['English', 'Physical Education']","[3, 2]","[0, 2]",2,True,0,0,6,1.0,1,0,N
