Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation
0,School K,A,['Foreign Language'],[2],[0],0,True,1,0,6,0.5,3,0,N
1,School I1,A,"['Computer Science', 'Physical Education']","[2, 1]","[0, 2]",1,True,1,0,12,3.0,0,2,advanced
2,School O,A,['English'],[1],[5],0,True,0,0,5,1.0,0,0,N
3,School P,E,['English'],[2],[0],0,True,0,0,8,1.0,0,0,N
4,School R1,B,['Physical Education'],[1],[5],0,True,1,0,5,2.0,1,0,N
5,School W1,D,"['History', 'Maths']","[3, 3]","[2, 3]",1,False,2,0,10,1.0,0,0,N
6,School W,C,['English'],[1],[5],0,True,0,0,7,0.5,1,0,N
7,School W,D,['English'],[3],[5],1,False,0,0,12,0.5,0,2,advanced
8,School W1,E,"['Maths', 'History']","[3, 4]","[0, 0]",0,False,0,0,6,0.5,0,0,N
9,School D,E,"['English', 'Foreign Language']","[4, 4]","[5, 5]",3,True,0,0,7,0.5,0,0,N
10,School O,E,['Science'],[2],[0],1,True,0,0,4,1.5,1,0,N
11,School B1,C,['Physical Education'],[3],[3],2,True,1,0,12,0.5,0,2,advanced
12,School D,B,['History'],[1],[3],0,True,1,0,5,1.0,0,0,N
13,School D,C,"['English', 'Physical Education']","[4, 4]","[0, 0]",2,True,1,0,10,0.5,0,0,N
14,School D1,C,['History'],[2],[3],3,False,0,0,12,1.0,0,2,advanced
15,School K,A,"['Geography', 'English', 'Art', 'Maths']","[2, 4, 2, 1]","[4, 0, 0, 5]",1,True,2,0,4,1.0,2,0,N
16,School A2,C,"['Physical Education', 'Literature']","[3, 1]","[3, 4]",0,False,2,0,9,4.0,1,0,N
17,School M,A,['Physical Education'],[1],[4],0,True,0,0,12,0.5,1,2,advanced
18,School M1,E,['English'],[1],[4],0,True,1,0,8,1.0,1,0,N
19,School J,A,"['Physical Education', 'English', 'Computer Science']","[3, 2, 4]","[5, 5, 0]",0,True,0,0,12,1.0,1,2,advanced
20,School H1,A,"['Physical Education', 'History']","[1, 3]","[0, 1]",0,False,2,0,12,0.5,1,2,advanced
21,School X1,E,"['Art', 'English']","[1, 1]","[5, 0]",0,True,1,0,4,1.0,1,0,N
22,School Y,B,"['Physical Education', 'History', 'English', 'Computer Science']","[2, 2, 2, 1]","[1, 3, 2, 3]",0,True,0,0,8,1.0,0,0,N
23,School W,C,"['Maths', 'English', 'History']","[3, 2, 3]","[0, 4, 1]",2,True,2,0,5,1.0,1,0,N
24,School U,B,"['History', 'English']","[2, 1]","[5, 1]",0,True,1,0,8,0.5,0,0,N
25,School L,B,"['Computer Science', 'English']","[4, 3]","[3, 3]",0,True,1,0,8,0.5,0,0,N
26,School O,E,['Geography'],[2],[4],0,True,2,0,4,4.0,0,0,N
27,School A1,B,"['History', 'Maths']","[2, 1]","[3, 4]",0,False,2,0,12,2.0,0,2,advanced
28,School P,D,"['History', 'Maths']","[2, 2]","[2, 0]",0,False,0,0,10,1.0,2,0,N
29,School R,B,['Maths'],[2],[4],0,True,1,0,8,1.0,1,0,N
30,School L,A,['Computer Science'],[2],[4],1,True,2,0,8,0.5,0,0,N
31,School B1,B,['Maths'],[2],[1],0,False,1,0,5,0.5,1,0,N
32,School I,C,['Economics'],[3],[0],0,True,0,0,11,1.0,0,1,basic
33,School L,A,"['Computer Science', 'English', 'Maths']","[4, 2, 4]","[3, 0, 4]",0,False,0,0,8,0.5,0,0,N
34,School N,B,"['Science', 'Maths']","[2, 3]","[1, 2]",1,True,1,0,10,0.5,0,0,N
35,School U,D,"['Science', 'Maths']","[3, 2]","[3, 4]",0,True,1,0,10,0.5,3,0,N
36,School B1,D,['History'],[1],[3],2,True,2,0,6,0.5,0,0,N
37,School D,C,"['English', 'Geography', 'Art', 'Science']","[1, 3, 1, 2]","[5, 4, 0, 4]",0,True,2,0,4,1.0,3,0,N
38,School J1,C,['History'],[3],[3],0,False,2,0,10,1.5,1,0,N
39,School G,B,"['Physical Education', 'History']","[4, 4]","[0, 5]",0,True,0,0,5,0.5,0,0,N
40,School A2,C,"['History', 'English', 'Literature', 'Physical Education']","[3, 1, 1, 3]","[3, 1, 3, 4]",0,True,0,0,9,1.0,1,0,N
41,School T1,C,['Computer Science'],[2],[4],0,False,2,0,12,0.5,0,2,advanced
42,School S1,A,['Foreign Language'],[3],[0],2,False,1,0,5,1.0,2,0,N
43,School V1,C,['English'],[2],[1],0,True,1,0,10,1.0,1,0,N
44,School V,E,['Maths'],[4],[3],1,False,1,0,12,0.5,1,2,advanced
45,School H,E,['Physical Education'],[2],[2],3,False,2,0,7,1.0,1,0,N
46,School X1,D,"['English', 'Computer Science']","[2, 2]","[0, 1]",2,False,2,0,12,0.5,0,2,advanced
47,School D1,E,['English'],[3],[5],0,True,1,0,4,0.5,2,0,N
48,School S1,D,['Physical Education'],[2],[4],0,True,2,0,12,0.5,0,2,advanced
49,School Z1,C,"['Maths', 'Geography', 'English']","[2, 3, 3]","[3, 3, 0]",0,True,0,0,4,0.5,0,0,N
50,School P,E,['Foreign Language'],[2],[2],0,False,1,0,6,0.5,1,0,N
51,School V1,A,['History'],[1],[2],0,False,2,0,5,0.5,0,0,N
52,School D,B,"['Maths', 'English']","[1, 2]","[2, 0]",3,True,2,0,6,1.0,0,0,N
53,School E,E,['Maths'],[4],[2],1,True,1,0,5,0.5,0,0,N
54,School O,D,['Physical Education'],[1],[1],1,True,1,0,12,0.5,0,2,advanced
55,School V1,A,['English'],[1],[4],0,True,0,0,12,0.5,0,2,advanced
56,School X,B,"['Physical Education', 'Maths']","[1, 3]","[3, 1]",2,True,2,0,11,1.0,0,1,N
