Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation
0,School Y1,C,"['Maths', 'Science', 'Art', 'Geography']","[2, 3, 1, 3]","[4, 4, 2, 1]",0,True,2,0,4,1.0,1,0,N
1,School N1,C,['English'],[3],[5],0,False,2,0,4,1.0,0,0,N
2,School A1,B,"['History', 'Maths']","[4, 1]","[0, 1]",0,True,2,0,9,1.0,1,0,N
3,School M1,E,"['English', 'Physical Education']","[1, 2]","[4, 3]",0,True,1,0,9,2.0,1,0,N
4,School Z1,C,"['History', 'Maths', 'Computer Science', 'Physical Education']","[2, 2, 3, 1]","[2, 5, 3, 0]",0,True,0,0,12,0.5,1,2,advanced
5,School I,E,"['English', 'Physical Education', 'Maths']","[2, 1, 2]","[5, 3, 2]",1,True,1,0,6,0.5,0,0,N
6,School L,A,"['Physical Education', 'History', 'Maths']","[3, 1, 4]","[4, 5, 3]",1,True,1,0,11,0.5,1,1,N
7,School I,B,['Science'],[2],[5],3,False,2,0,10,0.5,1,0,N
8,School A1,B,['Physical Education'],[1],[0],0,True,1,0,12,0.5,0,2,advanced
9,School W,E,"['Computer Science', 'Maths']","[3, 4]","[2, 4]",0,True,2,0,12,0.5,0,2,advanced
10,School Q1,E,"['Computer Science', 'Maths']","[1, 3]","[3, 3]",0,True,1,0,8,1.0,2,0,N
11,School H1,B,"['History', 'Physical Education']","[2, 2]","[4, 2]",0,False,1,0,7,0.5,0,0,N
12,School L,A,"['History', 'English']","[3, 3]","[5, 4]",0,True,0,0,12,1.0,0,2,advanced
13,School Y1,C,"['History', 'Maths', 'Physical Education']","[2, 3, 1]","[1, 1, 2]",1,False,2,0,12,0.5,1,2,advanced
14,School E,A,"['History', 'Maths', 'Physical Education', 'English']","[2, 1, 2, 4]","[3, 4, 2, 0]",0,False,0,0,9,0.5,0,0,N
15,School A2,A,"['English', 'History', 'Maths', 'Economics']","[2, 1, 3, 2]","[3, 5, 0, 0]",1,True,1,0,11,0.5,2,1,N
16,School Q1,E,['Physical Education'],[4],[1],2,True,0,0,11,0.5,2,1,advanced
17,School C,C,"['Maths', 'Physical Education', 'Foreign Language']","[1, 1, 1]","[5, 5, 4]",0,True,0,0,6,0.5,0,0,N
18,School K1,B,['English'],[1],[1],0,True,1,0,6,1.0,2,0,N
19,School L1,E,"['English', 'Foreign Language']","[1, 2]","[1, 1]",0,False,0,0,6,2.0,2,0,N
20,School M,E,['Maths'],[3],[2],2,True,2,0,6,0.5,1,0,N
21,School S,D,"['Maths', 'Science']","[1, 1]","[1, 2]",3,False,0,0,4,1.0,0,0,N
22,School D,A,"['Geography', 'Science', 'English']","[1, 3, 2]","[0, 4, 3]",0,True,1,0,4,0.5,2,0,N
23,School Y,D,['English'],[3],[1],0,True,0,0,4,0.5,1,0,N
24,School O,D,"['Physical Education', 'English']","[1, 1]","[3, 0]",0,True,0,0,11,0.5,0,1,basic
25,School W1,D,"['History', 'Maths']","[2, 1]","[0, 5]",1,False,2,0,11,1.0,0,1,N
26,School Y,E,"['English', 'Physical Education']","[2, 2]","[5, 0]",0,False,0,0,10,1.0,2,0,N
27,School Q,D,"['Physical Education', 'Foreign Language']","[3, 4]","[2, 0]",0,False,1,0,5,1.0,0,0,N
28,School E1,A,['English'],[1],[3],2,True,0,0,9,0.5,0,0,N
29,School X,E,['Physical Education'],[2],[3],2,True,2,0,7,0.5,2,0,N
30,School W1,D,['English'],[1],[5],0,False,0,0,7,0.5,1,0,N
31,School Z1,D,['Computer Science'],[3],[3],0,True,0,0,8,2.0,1,0,N
32,School G,C,"['Maths', 'Science']","[3, 2]","[3, 2]",0,False,0,0,10,1.0,0,0,N
33,School T1,A,"['Geography', 'Maths']","[2, 1]","[2, 1]",0,False,2,0,4,0.5,0,0,N
34,School O1,A,"['History', 'English', 'Physical Education']","[4, 3, 1]","[0, 2, 3]",0,True,1,0,6,0.5,0,0,N
35,School B1,A,"['Geography', 'Maths']","[2, 2]","[2, 3]",0,False,2,0,4,1.0,1,0,N
36,School K,B,['Computer Science'],[1],[4],2,True,2,0,12,0.5,0,2,advanced
37,School D1,D,['Science'],[2],[0],2,False,1,0,10,1.0,0,0,N
38,School V,C,"['English', 'History']","[4, 3]","[0, 1]",1,True,0,0,11,1.0,0,1,advanced
39,School N1,E,"['English', 'Maths', 'Physical Education', 'Economics']","[3, 1, 4, 3]","[1, 2, 3, 4]",0,True,2,0,11,0.5,0,1,advanced
40,School X,D,"['Physical Education', 'History']","[3, 2]","[4, 5]",0,True,2,0,11,1.0,1,1,N
41,School B,C,"['Maths', 'Foreign Language']","[1, 1]","[1, 2]",3,True,2,0,5,0.5,2,0,N
42,School C,B,"['Computer Science', 'English']","[3, 3]","[4, 4]",0,True,2,0,12,0.5,0,2,advanced
43,School I1,C,['Foreign Language'],[3],[2],1,False,1,0,7,0.5,0,0,N
