Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM
0,"['Foreign Language', 'Computer Science']","[3, 4]",0,False,2,1,1,1,N,0,1,0.0
1,"['Economics', 'Foreign Language', 'Music']","[2, 5, 5]",0,True,2,0,2,0,N,0,1,0.0
2,['Economics'],[5],1,True,2,0,N,3,N,0,1,0.0
3,"['Physics', 'Geography']","[2, 5]",0,False,2,1,N,0,N,0,1,0.0
4,"['Chemistry', 'Foreign Language', 'Maths']","[5, 5, 5]",3,False,2,1,1,1,S,1,0,4.5
5,"['Physical Education', 'History', 'Biology']","[2, 4, 2]",1,True,2,3,2,3,N,0,1,0.0
6,"['English', 'History', 'Economics']","[2, 2, 5]",1,False,2,0,N,0,N,0,1,0.0
7,['Art'],[2],3,False,2,0,N,0,N,0,1,0.0
8,['Biology'],[3],0,False,2,1,N,1,N,0,1,0.0
9,['Foreign Language'],[2],0,False,2,0,2,0,N,0,1,0.0
10,"['Geography', 'Foreign Language', 'Maths']","[4, 4, 2]",1,True,2,1,N,3,N,0,1,0.0
11,"['Physical Education', 'English']","[5, 2]",1,True,2,1,N,1,N,0,1,0.0
12,"['Economics', 'Physics', 'Chemistry']","[4, 4, 2]",3,True,2,3,1,3,S,1,0,4.5
13,"['Physics', 'Chemistry']","[2, 5]",3,True,2,0,N,1,N,0,1,0.0
14,['English'],[2],3,True,2,0,2,0,S,1,0,4.5
15,"['Science', 'Chemistry']","[4, 4]",1,False,2,0,1,3,N,0,1,0.0
16,"['English', 'Art']","[3, 2]",1,False,2,0,2,3,N,0,1,0.0
17,['Art'],[5],0,False,2,3,0,0,N,0,1,0.0
18,['Science'],[5],0,False,2,0,1,1,N,0,1,0.0
19,"['Science', 'Economics']","[5, 2]",1,True,2,1,2,0,N,0,1,0.0
20,"['Economics', 'English']","[3, 4]",1,False,2,0,N,3,N,0,1,0.0
21,['Physical Education'],[2],1,True,2,1,N,1,N,0,1,0.0
22,['English'],[3],3,False,2,3,N,0,N,0,1,0.0
23,"['Chemistry', 'Maths']","[3, 2]",3,False,2,0,N,3,W,1,3,1.5
24,['Maths'],[2],1,True,2,0,N,1,N,0,1,0.0
25,"['Literature', 'Physical Education']","[5, 4]",0,True,2,1,1,0,N,0,1,0.0
26,['Physics'],[2],1,True,2,0,2,3,N,0,1,0.0
27,"['Music', 'Geography']","[3, 2]",1,True,2,0,N,3,N,0,1,0.0
28,"['Physics', 'Computer Science']","[2, 4]",1,True,2,0,1,0,N,0,1,0.0
29,"['Biology', 'Economics', 'Computer Science']","[4, 4, 4]",3,True,2,0,N,1,N,0,1,0.0
30,['Biology'],[5],0,False,2,0,N,1,N,0,1,0.0
31,"['Literature', 'English']","[5, 4]",0,True,2,1,N,1,N,0,1,0.0
32,"['Literature', 'Chemistry', 'History']","[3, 5, 3]",3,False,2,1,1,3,N,0,1,0.0
33,"['Foreign Language', 'Maths']","[2, 3]",1,False,2,0,N,0,S,1,0,4.5
34,"['Science', 'Chemistry']","[5, 4]",3,True,2,1,1,1,N,0,1,0.0
35,"['Biology', 'Literature', 'Physical Education']","[4, 4, 2]",3,False,2,1,2,3,N,0,1,0.0
36,"['Biology', 'Music']","[4, 5]",3,True,2,0,1,0,M,1,0,3.0
37,"['Science', 'Chemistry', 'Maths']","[4, 2, 3]",0,True,2,1,0,1,N,0,1,0.0
38,"['Chemistry', 'Biology', 'History']","[3, 3, 2]",1,True,2,3,N,1,N,0,1,0.0
39,"['Art', 'Physics']","[2, 3]",1,True,2,0,2,1,N,0,1,0.0
