Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM
0,"['Economics', 'Foreign Language', 'Computer Science']","[2, 3, 4]",3,False,10,0,1,0,N,0,1,0.0
1,"['Science', 'English', 'Foreign Language']","[3, 4, 2]",3,True,10,0,N,1,N,0,1,0.0
2,"['Music', 'Computer Science', 'Art']","[2, 2, 4]",0,True,10,0,N,1,N,0,1,0.0
3,['Maths'],[2],0,True,10,1,1,1,N,0,1,0.0
4,"['Computer Science', 'History']","[4, 3]",1,False,10,1,1,1,N,0,1,0.0
5,"['Art', 'Music']","[5, 4]",0,False,10,0,0,3,S,1,0,4.5
6,"['Art', 'English', 'History', 'Biology']","[5, 2, 2, 2]",1,True,10,0,N,3,N,0,1,0.0
7,"['Biology', 'English', 'Geography', 'Physics', 'Maths']","[3, 4, 5, 2, 2]",1,False,10,3,N,1,N,0,1,0.0
8,"['Economics', 'Foreign Language', 'Computer Science']","[2, 4, 3]",1,False,10,1,N,0,N,0,1,0.0
9,['Music'],[3],0,True,10,0,N,0,N,0,1,0.0
10,"['Chemistry', 'Foreign Language', 'Maths', 'Physics', 'English']","[3, 4, 3, 5, 5]",0,True,10,0,N,3,N,0,1,0.0
11,"['English', 'Economics', 'Literature', 'Physical Education']","[4, 5, 4, 4]",1,False,10,1,N,3,N,0,1,0.0
12,"['Geography', 'Physical Education', 'Chemistry', 'Literature']","[5, 3, 3, 4]",1,False,10,1,N,1,N,0,1,0.0
13,"['Literature', 'History', 'Chemistry']","[5, 3, 2]",3,False,10,1,2,1,N,0,1,0.0
14,"['Biology', 'Art']","[3, 4]",0,False,10,1,1,1,N,0,1,0.0
15,"['Physical Education', 'Art', 'Maths', 'Chemistry', 'English']","[4, 2, 4, 5, 4]",1,False,10,0,N,3,S,1,0,4.5
16,"['Computer Science', 'Physical Education', 'Biology', 'Chemistry']","[2, 2, 5, 3]",1,True,10,0,N,0,N,0,1,0.0
17,['Economics'],[2],1,True,10,1,2,0,N,0,1,0.0
18,"['Chemistry', 'English', 'Physical Education', 'Art']","[2, 4, 3, 5]",0,False,10,1,N,1,N,0,1,0.0
19,"['Literature', 'History', 'Chemistry']","[2, 4, 2]",3,True,10,1,1,0,N,0,1,0.0
20,['Maths'],[2],0,False,10,0,1,1,N,0,1,0.0
21,"['Science', 'Music', 'Chemistry', 'Economics']","[2, 4, 2, 5]",0,False,10,3,0,0,N,0,1,0.0
22,"['Music', 'Chemistry']","[4, 4]",3,True,10,1,N,1,N,0,1,0.0
23,"['Art', 'Economics', 'Science', 'English', 'Physical Education']","[4, 3, 3, 3, 2]",1,True,10,0,N,3,N,0,1,0.0
24,"['Geography', 'Art']","[5, 2]",1,False,10,0,N,3,N,0,1,0.0
25,"['Maths', 'Geography']","[4, 2]",0,True,10,0,N,1,M,1,0,3.0
26,['Computer Science'],[2],0,False,10,0,0,0,N,0,1,0.0
27,"['Geography', 'Literature', 'Maths', 'Economics', 'Foreign Language']","[3, 4, 5, 5, 4]",3,False,10,3,1,3,N,0,1,0.0
28,['Geography'],[4],0,True,10,1,1,1,N,0,1,0.0
29,"['Computer Science', 'Literature', 'Biology', 'Geography', 'Chemistry']","[3, 5, 5, 5, 4]",3,True,10,0,N,3,M,1,0,3.0
30,"['Maths', 'Physical Education']","[5, 2]",0,False,10,0,1,0,N,0,1,0.0
31,"['Geography', 'Computer Science']","[2, 4]",0,True,10,1,1,3,N,0,1,0.0
32,"['Music', 'Physics', 'Geography', 'Computer Science', 'Maths']","[3, 3, 3, 4, 3]",1,True,10,1,N,0,N,0,1,0.0
33,"['Chemistry', 'Biology', 'Art', 'Geography']","[3, 3, 2, 5]",3,True,10,1,N,0,N,0,1,0.0
34,"['Computer Science', 'Literature', 'Chemistry']","[5, 3, 4]",1,True,10,0,0,0,N,0,1,0.0
35,"['Literature', 'Chemistry', 'Geography', 'Foreign Language', 'Computer Science']","[5, 4, 5, 4, 4]",1,True,10,0,N,1,N,0,1,0.0
36,['Economics'],[5],1,True,10,1,N,3,N,0,1,0.0
37,"['Computer Science', 'Physical Education', 'Science', 'History']","[4, 3, 5, 2]",0,True,10,1,N,1,N,0,1,0.0
38,"['Chemistry', 'Maths', 'Biology']","[2, 3, 2]",0,False,10,1,N,1,N,0,1,0.0
39,"['Computer Science', 'Geography', 'Biology', 'Art']","[2, 3, 2, 5]",0,True,10,1,2,3,N,0,1,0.0
