Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM
0,"['History', 'Science']","[5, 2]",1,False,1,0,1,1,N,0,1,0.0
1,"['Computer Science', 'English']","[3, 4]",3,True,1,0,1,1,N,0,1,0.0
2,"['Physics', 'English']","[5, 3]",0,False,1,0,1,1,N,0,1,0.0
3,['Biology'],[4],1,True,1,1,2,1,N,0,1,0.0
4,['Chemistry'],[4],0,True,1,1,1,0,N,0,1,0.0
5,"['Physics', 'Geography', 'Biology']","[2, 3, 2]",3,False,1,0,1,3,N,0,1,0.0
6,"['Music', 'Biology']","[2, 4]",1,True,1,1,1,3,N,0,1,0.0
7,"['Foreign Language', 'Maths']","[5, 3]",1,False,1,0,2,1,N,0,1,0.0
8,"['Geography', 'Maths', 'Music']","[3, 5, 5]",3,False,1,1,2,1,N,0,1,0.0
9,"['Maths', 'Computer Science', 'Music']","[4, 4, 3]",1,False,1,0,2,0,N,0,1,0.0
10,"['Economics', 'Physics']","[4, 5]",1,False,1,1,2,3,S,1,0,4.5
11,"['Physical Education', 'Physics']","[5, 3]",0,True,1,0,1,1,N,0,1,0.0
12,"['Art', 'Music', 'Chemistry']","[4, 2, 5]",3,True,1,1,N,0,N,0,1,0.0
13,"['Computer Science', 'Geography', 'Art']","[5, 5, 3]",0,False,1,0,N,1,N,0,1,0.0
14,['History'],[4],1,True,1,0,N,1,M,1,0,3.0
15,['Physics'],[5],3,True,1,0,N,3,N,0,1,0.0
16,['Music'],[4],3,True,1,0,N,0,N,0,1,0.0
17,['Science'],[5],3,True,1,0,N,1,N,0,1,0.0
18,"['Maths', 'Music', 'Biology']","[5, 2, 3]",3,False,1,0,N,0,N,0,1,0.0
19,"['History', 'Foreign Language']","[3, 3]",3,True,1,0,N,0,M,1,0,3.0
20,['Economics'],[2],1,True,1,1,N,1,N,0,1,0.0
21,"['Music', 'History']","[3, 3]",1,True,1,1,1,1,N,0,1,0.0
22,['Music'],[5],3,False,1,0,1,3,M,1,0,3.0
23,"['Geography', 'Maths', 'Computer Science']","[2, 5, 2]",3,False,1,1,1,0,N,0,1,0.0
24,"['English', 'Science']","[3, 2]",0,False,1,1,N,3,M,1,0,3.0
25,['Foreign Language'],[2],0,True,1,1,N,1,N,0,1,0.0
26,['English'],[5],0,False,1,1,N,0,N,0,1,0.0
27,"['Music', 'Literature']","[3, 5]",1,True,1,1,N,3,W,1,3,1.5
28,"['Computer Science', 'Foreign Language']","[4, 3]",3,True,1,0,1,3,N,0,1,0.0
29,"['Music', 'Economics', 'Art']","[5, 4, 5]",0,False,1,0,N,1,N,0,1,0.0
30,['Maths'],[5],1,True,1,0,N,0,N,0,1,0.0
31,"['Physics', 'Science']","[4, 4]",1,True,1,0,N,0,N,0,1,0.0
32,"['Art', 'History', 'Chemistry']","[4, 5, 3]",0,True,1,1,0,0,M,1,0,3.0
33,['Physical Education'],[5],3,False,1,1,N,0,N,0,1,0.0
34,"['Physics', 'Chemistry']","[3, 3]",1,False,1,0,1,0,N,0,1,0.0
35,['History'],[2],1,True,1,0,N,1,N,0,1,0.0
36,"['Economics', 'Physical Education']","[5, 2]",1,False,1,3,N,3,N,0,1,0.0
37,['Science'],[3],3,False,1,0,N,3,N,0,1,0.0
38,"['History', 'Literature', 'Geography']","[5, 5, 5]",3,True,1,1,N,1,M,1,0,3.0
39,['Maths'],[4],3,True,1,1,N,3,N,0,1,0.0
