Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation
0,School M,A,['Physical Education'],[1],[3],0,True,1,0,12,0.5,0,2,advanced
1,School C,E,['Physical Education'],[1],[1],0,True,2,0,8,0.5,2,0,N
2,School F,B,['Maths'],[1],[4],1,False,0,0,5,1.0,0,0,N
3,School H,B,['Maths'],[1],[1],0,True,1,0,12,0.5,0,2,advanced
4,School O,E,"['English', 'Science']","[2, 3]","[1, 5]",1,False,0,0,4,0.5,0,0,N
5,School A,D,"['Computer Science', 'Maths']","[2, 2]","[3, 5]",0,False,2,0,8,0.5,2,0,N
6,School G,E,['History'],[2],[1],0,True,2,0,5,1.0,1,0,N
7,School N1,C,['English'],[4],[1],0,True,0,0,10,0.5,3,0,N
8,School K1,B,"['Physical Education', 'History', 'English', 'Computer Science']","[2, 3, 1, 1]","[0, 1, 5, 5]",0,True,2,0,8,2.0,1,0,N
9,School N,B,"['Physical Education', 'Foreign Language', 'History']","[2, 2, 4]","[5, 0, 3]",2,False,0,0,7,0.5,0,0,N
10,School Q,B,"['Maths', 'History', 'Physical Education']","[3, 1, 2]","[2, 1, 4]",1,True,1,0,11,0.5,0,1,advanced
11,School U1,D,['Science'],[4],[5],0,False,2,0,10,1.0,1,0,N
12,School Q,D,['Geography'],[2],[0],0,True,0,0,4,1.0,0,0,N
13,School Z1,C,['Physical Education'],[2],[2],0,True,2,0,10,1.0,0,0,N
14,School L1,A,['English'],[2],[1],0,True,0,0,6,0.5,1,0,N
15,School O1,C,['Maths'],[2],[4],0,True,0,0,11,1.0,0,1,basic
16,School A,A,"['History', 'Foreign Language']","[1, 3]","[4, 5]",0,True,2,0,6,0.5,0,0,N
17,School V1,C,['Foreign Language'],[3],[3],0,True,2,0,6,1.5,3,0,N
18,School O,A,['Foreign Language'],[2],[3],2,True,2,0,5,0.5,1,0,N
19,School Z,C,"['History', 'English', 'Physical Education', 'Maths']","[2, 1, 2, 1]","[3, 2, 0, 1]",0,True,0,0,12,1.0,2,2,advanced
20,School U,E,['English'],[1],[1],1,False,2,0,6,0.5,1,0,N
21,School P,D,"['English', 'Science']","[1, 2]","[3, 3]",2,False,1,0,10,1.0,1,0,N
22,School K1,D,"['Maths', 'English', 'Physical Education', 'Economics']","[1, 1, 1, 1]","[0, 1, 5, 2]",1,True,0,0,11,1.0,1,1,N
23,School F1,D,['Maths'],[3],[4],1,False,1,0,4,1.0,1,0,N
24,School A,C,['English'],[1],[1],1,True,2,0,7,0.5,2,0,N
25,School U1,A,['Physical Education'],[3],[3],0,False,2,0,8,0.5,3,0,N
26,School H1,A,['History'],[4],[3],0,True,1,0,12,1.0,1,2,advanced
27,School N,B,"['Foreign Language', 'Physical Education']","[2, 1]","[3, 5]",1,True,0,0,5,2.0,1,0,N
28,School N,A,"['English', 'Foreign Language']","[1, 2]","[2, 0]",0,True,1,0,5,1.0,1,0,N
29,School R1,D,"['Science', 'English']","[1, 1]","[5, 3]",2,True,1,0,10,0.5,0,0,N
30,School L1,E,"['Geography', 'Art', 'Science', 'English']","[3, 2, 1, 2]","[1, 4, 4, 5]",0,False,1,0,4,2.0,1,0,N
31,School X1,D,['Art'],[2],[0],2,False,2,0,4,0.5,0,0,N
32,School V1,B,['English'],[1],[4],0,False,0,0,10,1.0,1,0,N
33,School W1,B,"['History', 'Foreign Language']","[1, 1]","[5, 4]",2,True,1,0,7,0.5,2,0,N
34,School J1,D,['Maths'],[1],[4],2,False,1,0,6,0.5,1,0,N
35,School T,E,"['History', 'Maths', 'English', 'Foreign Language']","[3, 2, 1, 1]","[3, 4, 4, 3]",1,True,0,0,6,1.0,1,0,N
36,School C,C,['History'],[3],[4],0,True,2,0,10,1.0,0,0,N
37,School M,C,['Economics'],[1],[3],1,False,2,0,11,1.0,2,1,basic
38,School E1,B,['English'],[4],[0],0,False,1,0,11,0.5,1,1,basic
39,School Q1,C,"['Art', 'Science']","[1, 4]","[4, 5]",0,True,1,0,4,0.5,1,0,N
40,School N,B,['Science'],[3],[5],1,True,2,0,4,1.5,1,0,N
41,School M1,E,['Geography'],[1],[3],0,False,0,0,4,0.5,1,0,N
42,School Y1,E,"['Physical Education', 'English']","[1, 2]","[0, 2]",0,True,1,0,10,0.5,2,0,N
43,School U,D,"['Physical Education', 'English']","[2, 1]","[2, 3]",3,True,2,0,12,1.5,2,2,advanced
44,School K,C,"['Maths', 'English']","[2, 3]","[1, 0]",2,True,1,0,9,1.0,1,0,N
45,School X1,E,"['History', 'Computer Science']","[2, 1]","[4, 0]",1,False,0,0,8,0.5,2,0,N
46,School C1,D,['History'],[2],[1],1,True,2,0,10,0.5,1,0,N
47,School X,C,"['Physical Education', 'Computer Science']","[2, 1]","[5, 5]",1,True,2,0,12,0.5,0,2,advanced
48,School S1,A,"['Maths', 'English']","[3, 3]","[0, 1]",0,False,1,0,12,1.5,0,2,advanced
49,School V,E,"['Physical Education', 'Maths']","[3, 1]","[1, 2]",0,False,0,0,12,2.0,2,2,advanced
50,School H,C,['English'],[4],[3],0,True,1,0,12,0.5,0,2,advanced
51,School E1,D,"['Maths', 'Foreign Language']","[4, 3]","[0, 3]",0,False,1,0,6,0.5,0,0,N
52,School K1,D,"['Maths', 'English']","[1, 1]","[4, 1]",0,False,1,0,5,0.5,1,0,N
53,School H,B,"['Physical Education', 'History']","[3, 1]","[5, 1]",1,True,1,0,10,1.0,0,0,N
54,School R,A,['Maths'],[1],[1],0,False,1,0,11,1.0,1,1,N
55,School F1,B,['Physical Education'],[1],[3],0,True,2,0,7,2.0,0,0,N
56,School A,E,['Maths'],[1],[5],2,True,2,0,12,0.5,0,2,advanced
57,School P1,D,"['Foreign Language', 'English']","[4, 1]","[0, 4]",0,False,2,0,5,1.0,0,0,N
58,School Y1,D,"['Physical Education', 'Economics']","[2, 2]","[2, 4]",0,False,1,0,11,0.5,0,1,basic
59,School P1,E,"['Maths', 'Geography']","[2, 2]","[3, 4]",0,False,1,0,4,2.0,0,0,N
60,School D1,C,"['English', 'Physical Education']","[2, 3]","[0, 3]",0,False,2,0,9,2.0,1,0,N
61,School Z,C,['Foreign Language'],[2],[3],1,False,1,0,5,2.0,1,0,N
62,School P1,E,"['Foreign Language', 'English', 'History']","[2, 1, 1]","[5, 1, 2]",0,False,0,0,6,0.5,0,0,N
63,School Z1,E,"['History', 'Foreign Language']","[2, 1]","[4, 1]",1,True,0,0,6,0.5,1,0,N
64,School C,D,['History'],[3],[2],2,False,2,0,9,1.0,0,0,N
65,School W,E,"['English', 'Maths', 'Physical Education']","[1, 2, 3]","[1, 0, 2]",0,True,0,0,12,1.0,0,2,advanced
66,School Z1,B,['Computer Science'],[1],[2],0,False,1,0,8,2.0,3,0,N
67,School V1,E,['Maths'],[3],[3],0,True,2,0,4,0.5,2,0,N
68,School O1,C,['English'],[3],[4],0,False,2,0,8,2.0,1,0,N
69,School F1,A,['English'],[1],[4],1,True,0,0,6,0.5,2,0,N
70,School H1,E,"['Physical Education', 'Maths', 'History']","[1, 1, 3]","[2, 5, 2]",1,True,0,0,11,0.5,0,1,basic
71,School Q1,D,"['Maths', 'Science']","[2, 4]","[1, 0]",0,True,0,0,10,1.0,1,0,N
72,School U,E,['Computer Science'],[2],[2],0,True,0,0,12,1.0,1,2,advanced
73,School P1,A,['Maths'],[3],[3],1,True,0,0,11,0.5,1,1,advanced
74,School J1,A,"['Geography', 'Art', 'Maths']","[2, 2, 1]","[5, 1, 1]",1,True,0,0,4,1.0,0,0,N
75,School S1,E,['Maths'],[2],[0],0,False,2,0,6,1.0,0,0,N
76,School M,A,['English'],[3],[0],1,False,0,0,9,1.0,0,0,N
77,School G1,A,['Maths'],[2],[5],0,True,1,0,7,0.5,1,0,N
78,School I1,E,"['Maths', 'Physical Education']","[1, 3]","[1, 2]",2,True,0,0,6,1.0,1,0,N
79,School F1,D,['Physical Education'],[4],[0],1,True,0,0,10,0.5,0,0,N
