Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM
0,"['History', 'Geography']","[5, 2]",0,False,3,0,1,0,S,1,0,4.5
1,"['English', 'Maths']","[3, 3]",0,True,3,1,2,1,N,0,1,0.0
2,"['Computer Science', 'Physics', 'Literature']","[4, 2, 2]",0,True,3,1,2,0,N,0,1,0.0
3,['English'],[2],3,False,3,0,N,3,N,0,1,0.0
4,['Computer Science'],[3],1,True,3,0,N,0,N,0,1,0.0
5,"['Computer Science', 'Maths']","[4, 3]",1,True,3,1,2,1,N,0,1,0.0
6,['Art'],[5],3,False,3,1,N,3,N,0,1,0.0
7,['Foreign Language'],[5],0,True,3,1,N,0,M,1,0,3.0
8,"['Chemistry', 'Physics']","[3, 5]",0,True,3,0,N,0,N,0,1,0.0
9,"['History', 'Geography', 'Foreign Language']","[3, 5, 2]",1,False,3,0,N,0,N,0,1,0.0
10,"['Computer Science', 'Art', 'Science']","[3, 2, 2]",3,True,3,1,N,1,N,0,1,0.0
11,"['Music', 'Science']","[2, 5]",1,False,3,1,1,3,N,0,1,0.0
12,['Music'],[3],0,False,3,0,N,3,N,0,1,0.0
13,['History'],[4],1,False,3,1,N,0,W,1,3,1.5
14,"['English', 'Literature', 'Chemistry']","[3, 4, 4]",1,True,3,0,1,3,N,0,1,0.0
15,['Economics'],[3],3,False,3,0,N,3,N,0,1,0.0
16,['Physics'],[3],0,False,3,1,2,0,N,0,1,0.0
17,"['Literature', 'History', 'Biology']","[3, 5, 2]",3,False,3,1,1,0,W,1,3,1.5
18,"['Biology', 'Literature', 'Foreign Language']","[2, 2, 5]",1,True,3,1,2,1,N,0,1,0.0
19,['English'],[4],0,False,3,1,1,0,N,0,1,0.0
20,"['Art', 'Foreign Language', 'Biology']","[5, 2, 3]",1,True,3,1,N,0,N,0,1,0.0
21,['History'],[3],0,False,3,1,N,3,N,0,1,0.0
22,"['Literature', 'Chemistry']","[4, 3]",3,False,3,3,1,0,N,0,1,0.0
23,['Maths'],[5],0,True,3,1,N,1,N,0,1,0.0
24,"['Chemistry', 'Physics', 'Foreign Language']","[3, 4, 3]",0,True,3,1,N,1,N,0,1,0.0
25,"['Computer Science', 'Maths', 'History']","[3, 2, 3]",3,False,3,0,N,3,N,0,1,0.0
26,['Computer Science'],[2],0,True,3,1,2,1,N,0,1,0.0
27,['Maths'],[5],1,False,3,1,2,0,N,0,1,0.0
28,['Economics'],[3],1,True,3,0,N,1,N,0,1,0.0
29,"['Music', 'Biology', 'Chemistry']","[2, 3, 2]",3,False,3,3,N,0,N,0,1,0.0
30,['Physical Education'],[4],1,True,3,3,N,3,N,0,1,0.0
31,"['Foreign Language', 'Chemistry']","[3, 4]",3,False,3,0,N,3,N,0,1,0.0
32,"['Foreign Language', 'Maths', 'English']","[5, 2, 4]",1,False,3,1,N,1,M,1,0,3.0
33,"['Geography', 'Music', 'Science']","[3, 2, 3]",0,True,3,1,N,1,N,0,1,0.0
34,"['English', 'History', 'Geography']","[3, 5, 5]",1,False,3,1,N,0,N,0,1,0.0
35,"['Maths', 'History', 'Science']","[2, 2, 5]",1,False,3,1,2,0,N,0,1,0.0
36,['Geography'],[5],1,True,3,3,N,3,N,0,1,0.0
37,"['Foreign Language', 'Biology']","[5, 4]",3,False,3,0,N,3,N,0,1,0.0
38,['Economics'],[5],3,True,3,1,1,0,N,0,1,0.0
39,"['Art', 'Physical Education']","[2, 2]",0,True,3,0,N,1,N,0,1,0.0
