Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM
0,"['History', 'Chemistry', 'Economics', 'Biology', 'Art']","[2, 5, 4, 2, 2]",0,False,9,1,1,1,N,0,1,0.0
1,['Literature'],[3],3,True,9,1,N,1,N,0,1,0.0
2,"['Economics', 'Chemistry']","[2, 5]",0,False,9,3,2,1,N,0,1,0.0
3,"['Geography', 'Computer Science', 'History', 'Physical Education', 'Music']","[5, 4, 4, 3, 2]",1,True,9,1,N,3,N,0,1,0.0
4,['Maths'],[4],1,True,9,0,2,3,M,1,0,3.0
5,"['Foreign Language', 'Literature', 'Maths', 'English']","[4, 3, 5, 2]",0,True,9,1,N,3,M,1,0,3.0
6,"['Chemistry', 'History']","[4, 4]",0,True,9,0,N,3,N,0,1,0.0
7,"['Geography', 'Maths', 'Chemistry']","[3, 3, 4]",3,True,9,1,N,1,N,0,1,0.0
8,"['Literature', 'Music', 'History']","[4, 5, 4]",1,False,9,1,N,3,N,0,1,0.0
9,"['Physics', 'Computer Science']","[5, 2]",1,True,9,0,2,3,N,0,1,0.0
10,"['Science', 'English']","[5, 3]",0,True,9,3,2,3,N,0,1,0.0
11,"['Literature', 'Physics', 'Physical Education']","[2, 4, 3]",3,False,9,1,N,0,N,0,1,0.0
12,"['Chemistry', 'Foreign Language', 'Economics', 'English', 'History']","[4, 2, 4, 3, 2]",0,True,9,0,0,1,N,0,1,0.0
13,['Geography'],[2],0,True,9,0,N,0,N,0,1,0.0
14,"['Science', 'Computer Science', 'Physical Education', 'Maths']","[2, 2, 5, 5]",0,True,9,3,N,0,N,0,1,0.0
15,"['Computer Science', 'Physical Education', 'Economics']","[2, 2, 2]",1,True,9,0,N,0,N,0,1,0.0
16,"['Physics', 'Computer Science']","[2, 2]",0,True,9,0,1,1,N,0,1,0.0
17,['Foreign Language'],[4],1,False,9,0,2,1,N,0,1,0.0
18,"['Chemistry', 'Art']","[5, 3]",1,True,9,1,N,0,N,0,1,0.0
19,"['History', 'Physical Education']","[5, 4]",0,True,9,0,N,1,N,0,1,0.0
20,"['Computer Science', 'Geography']","[4, 4]",1,True,9,1,N,1,N,0,1,0.0
21,['English'],[5],1,False,9,0,1,1,N,0,1,0.0
22,"['Art', 'Physical Education', 'Biology']","[3, 2, 2]",0,True,9,1,N,3,N,0,1,0.0
23,"['Economics', 'Literature', 'Foreign Language']","[2, 2, 3]",0,True,9,0,1,1,N,0,1,0.0
24,"['Maths', 'Music', 'Foreign Language', 'Biology', 'Literature']","[3, 3, 5, 4, 5]",0,True,9,0,N,3,N,0,1,0.0
25,"['History', 'Literature', 'Physics', 'Computer Science']","[5, 4, 3, 3]",1,True,9,1,N,0,W,1,3,1.5
26,"['Art', 'History']","[5, 3]",3,False,9,0,N,1,N,0,1,0.0
27,['Literature'],[2],1,False,9,1,1,3,N,0,1,0.0
28,"['Computer Science', 'Literature']","[2, 2]",1,False,9,0,N,1,S,1,0,4.5
29,"['Computer Science', 'Economics', 'Science']","[4, 3, 2]",1,False,9,3,N,0,N,0,1,0.0
30,"['Maths', 'Music']","[4, 5]",3,True,9,1,2,3,N,0,1,0.0
31,['History'],[2],3,False,9,1,2,0,N,0,1,0.0
32,"['Music', 'Geography', 'Economics', 'Physics', 'Computer Science']","[2, 2, 4, 3, 4]",1,False,9,3,1,0,N,0,1,0.0
33,['Maths'],[4],3,False,9,0,N,0,N,0,1,0.0
34,"['Art', 'Economics', 'Physics']","[2, 3, 4]",1,False,9,0,0,0,N,0,1,0.0
35,"['Geography', 'Economics', 'Art', 'Biology']","[3, 5, 2, 5]",0,False,9,1,2,1,N,0,1,0.0
36,"['Maths', 'Literature', 'Geography', 'Economics']","[2, 3, 4, 3]",1,True,9,3,N,1,N,0,1,0.0
37,"['History', 'Economics', 'Art', 'English', 'Geography']","[4, 4, 3, 3, 5]",3,True,9,0,N,3,N,0,1,0.0
38,['Chemistry'],[5],3,False,9,0,N,1,N,0,1,0.0
39,"['Maths', 'History']","[2, 2]",1,False,9,1,N,1,N,0,1,0.0
