Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM
0,"['Economics', 'Physical Education']","[5, 3]",1,True,2,0,1,3,M,1,0,3.0
1,['Chemistry'],[4],3,True,3,0,N,0,W,1,3,1.5
2,"['Foreign Language', 'Physics']","[2, 5]",0,True,2,3,1,3,N,0,1,0.0
3,"['Biology', 'English', 'Science']","[3, 5, 3]",1,True,8,1,N,1,N,0,1,0.0
4,"['Economics', 'Physics']","[5, 4]",1,True,10,0,2,3,N,0,1,0.0
5,"['Maths', 'Physics']","[2, 3]",1,True,5,0,1,0,S,1,0,4.5
6,"['Biology', 'Art', 'Maths', 'Chemistry']","[2, 4, 2, 3]",1,True,6,1,1,1,N,0,1,0.0
7,"['Science', 'Literature', 'Art']","[2, 3, 5]",1,True,8,1,2,3,W,1,3,1.5
8,['Physics'],[5],3,True,10,0,1,1,N,0,1,0.0
9,['Foreign Language'],[2],3,True,6,3,N,0,N,0,1,0.0
10,"['Music', 'Economics']","[5, 3]",1,True,6,0,2,3,M,1,0,3.0
11,"['Art', 'Economics', 'Computer Science', 'Foreign Language']","[3, 5, 2, 5]",1,True,6,1,N,1,N,0,1,0.0
12,"['English', 'Literature', 'History']","[5, 4, 3]",0,True,3,0,N,1,N,0,1,0.0
13,"['English', 'Geography']","[3, 2]",3,True,5,3,N,3,N,0,1,0.0
14,['Maths'],[3],1,True,1,0,N,0,N,0,1,0.0
15,"['Maths', 'Economics']","[2, 4]",1,True,2,1,1,0,S,1,0,4.5
16,"['Chemistry', 'Physical Education', 'Computer Science', 'Maths', 'Economics']","[4, 3, 4, 2, 5]",3,True,7,0,N,1,N,0,1,0.0
17,['Science'],[2],3,True,1,0,N,3,N,0,1,0.0
18,"['Science', 'Computer Science', 'Literature']","[2, 3, 3]",3,True,4,1,1,0,N,0,1,0.0
19,"['Science', 'Literature', 'Geography']","[3, 2, 2]",0,True,7,3,N,3,N,0,1,0.0
20,"['Geography', 'Biology']","[4, 3]",0,True,9,0,N,3,N,0,1,0.0
21,"['Maths', 'Economics']","[3, 4]",3,True,3,0,N,1,N,0,1,0.0
22,"['Biology', 'English', 'Science']","[5, 4, 2]",0,True,5,0,2,1,N,0,1,0.0
23,['Chemistry'],[2],0,True,7,0,N,0,N,0,1,0.0
24,['Biology'],[5],1,True,1,0,2,1,N,0,1,0.0
25,"['Geography', 'Maths', 'English', 'Computer Science', 'Economics']","[4, 4, 5, 3, 2]",0,True,10,0,1,1,N,0,1,0.0
26,"['Computer Science', 'English', 'Physical Education']","[3, 4, 4]",1,True,7,0,0,3,S,1,0,4.5
27,"['Music', 'Science', 'Biology', 'Geography']","[5, 5, 3, 5]",0,True,6,1,N,0,S,1,0,4.5
28,"['Music', 'English', 'Economics', 'Chemistry', 'History']","[3, 5, 5, 4, 5]",3,True,9,0,1,0,N,0,1,0.0
29,"['Physics', 'Geography', 'Biology', 'Computer Science', 'Science']","[3, 5, 5, 3, 5]",3,True,9,0,N,3,S,1,0,4.5
30,"['Maths', 'Art']","[3, 3]",0,True,3,1,N,1,N,0,1,0.0
31,"['Science', 'History', 'Economics', 'Physics', 'Art']","[5, 4, 2, 5, 2]",3,True,7,0,N,0,N,0,1,0.0
32,"['English', 'Geography', 'Physics']","[3, 2, 4]",3,True,1,0,N,3,S,1,0,4.5
33,"['Economics', 'Maths']","[2, 3]",0,True,10,1,0,0,N,0,1,0.0
34,"['Computer Science', 'Physical Education', 'History']","[5, 4, 3]",1,True,3,3,1,0,W,1,3,1.5
35,['Maths'],[3],1,True,6,1,N,0,N,0,1,0.0
36,"['History', 'Computer Science', 'Physics']","[3, 3, 4]",0,True,2,0,N,3,N,0,1,0.0
37,['Music'],[5],3,True,6,0,N,0,S,1,0,4.5
38,['Art'],[2],3,True,3,0,0,3,N,0,1,0.0
39,"['History', 'Chemistry']","[3, 5]",3,True,1,0,1,0,N,0,1,0.0
