Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM
0,"['Maths', 'Music']","[2, 2]",3,True,2,0,N,0,N,0,1,0.0
1,"['Economics', 'Music']","[3, 4]",1,True,6,3,N,1,N,0,1,0.0
2,"['Foreign Language', 'Computer Science', 'Science', 'Biology']","[5, 5, 4, 5]",0,True,6,1,N,1,N,0,1,0.0
3,"['Physical Education', 'Science']","[4, 5]",1,True,3,1,N,1,N,0,1,0.0
4,"['English', 'Computer Science', 'Foreign Language']","[4, 3, 3]",3,True,2,0,2,1,N,0,1,0.0
5,"['Music', 'Literature', 'Biology']","[4, 2, 2]",0,True,2,0,1,0,N,0,1,0.0
6,['Physical Education'],[2],3,True,2,0,2,1,N,0,1,0.0
7,"['Computer Science', 'Science', 'Literature']","[4, 3, 5]",0,True,9,0,N,3,N,0,1,0.0
8,"['English', 'Geography']","[4, 3]",0,True,4,0,1,1,M,1,0,3.0
9,"['Literature', 'Science']","[3, 4]",3,True,2,3,2,3,N,0,1,0.0
10,"['Chemistry', 'Geography']","[2, 4]",3,True,1,0,N,1,N,0,1,0.0
11,"['Economics', 'Art']","[4, 2]",3,True,5,3,N,0,N,0,1,0.0
12,"['Music', 'History', 'Foreign Language']","[3, 5, 4]",3,True,4,0,1,0,N,0,1,0.0
13,['Geography'],[3],1,True,1,1,N,3,N,0,1,0.0
14,"['Literature', 'English', 'History']","[4, 2, 5]",1,True,9,0,N,0,N,0,1,0.0
15,['Literature'],[2],1,True,5,0,N,1,N,0,1,0.0
16,['Computer Science'],[3],3,True,6,0,1,0,N,0,1,0.0
17,"['Geography', 'Foreign Language', 'Biology', 'Computer Science', 'English']","[5, 3, 5, 2, 5]",1,True,7,3,N,0,N,0,1,0.0
18,"['Science', 'Physical Education', 'Physics']","[2, 4, 2]",0,True,2,0,N,1,N,0,1,0.0
19,"['Chemistry', 'Physics']","[2, 4]",3,True,3,0,N,0,N,0,1,0.0
20,"['Maths', 'Economics']","[4, 2]",1,True,1,1,0,0,N,0,1,0.0
21,['English'],[2],0,True,1,0,N,1,N,0,1,0.0
22,"['English', 'History', 'Science', 'Physics', 'Physical Education']","[3, 4, 2, 4, 3]",3,True,9,0,N,1,N,0,1,0.0
23,"['Literature', 'Economics']","[4, 5]",1,True,5,3,0,0,N,0,1,0.0
24,"['English', 'History', 'Physical Education', 'Foreign Language', 'Maths']","[2, 2, 4, 3, 3]",3,True,10,0,0,1,S,1,0,4.5
25,"['Literature', 'Physics']","[2, 2]",0,True,4,1,2,1,N,0,1,0.0
26,"['Computer Science', 'Chemistry', 'English']","[2, 5, 3]",1,True,8,0,2,1,N,0,1,0.0
27,['Art'],[2],1,True,1,1,N,0,S,1,0,4.5
28,"['Biology', 'Physics', 'Computer Science']","[2, 3, 3]",1,True,2,1,1,3,W,1,3,1.5
29,['Science'],[3],3,True,2,0,N,1,N,0,1,0.0
30,"['Maths', 'Music']","[2, 5]",3,True,1,1,N,3,M,1,0,3.0
31,"['Literature', 'English', 'Physical Education', 'Computer Science']","[2, 3, 2, 4]",0,True,4,0,1,1,N,0,1,0.0
32,"['Science', 'Literature', 'Economics']","[2, 4, 5]",3,True,5,1,N,1,N,0,1,0.0
33,"['History', 'Economics']","[5, 2]",1,True,3,1,0,1,N,0,1,0.0
34,"['Art', 'Foreign Language', 'Chemistry', 'Maths']","[4, 4, 2, 5]",3,True,10,1,2,0,N,0,1,0.0
35,"['Geography', 'Computer Science']","[4, 3]",3,True,6,0,N,1,W,1,3,1.5
36,"['Biology', 'Physical Education', 'Literature', 'English']","[4, 4, 3, 4]",1,True,10,0,1,1,N,0,1,0.0
37,"['History', 'Physics', 'Maths']","[3, 5, 5]",0,True,1,3,N,0,N,0,1,0.0
38,"['Computer Science', 'English', 'Foreign Language', 'Maths']","[4, 2, 3, 3]",3,True,4,0,1,3,N,0,1,0.0
39,['Literature'],[4],1,True,6,0,N,0,N,0,1,0.0
