Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation
0,School M,C,"['Physical Education', 'Maths']","[2, 1]","[5, 4]",0,True,0,0,7,0.5,0,0,N
1,School G,E,"['Maths', 'Physical Education']","[1, 2]","[0, 0]",1,True,2,0,10,0.5,0,0,N
2,School P,D,"['History', 'Maths']","[2, 2]","[2, 4]",0,True,0,0,12,0.5,1,2,advanced
3,School D,E,['History'],[1],[5],2,True,2,0,6,0.5,2,0,N
4,School Q1,B,"['English', 'Foreign Language', 'Physical Education', 'Maths']","[4, 1, 1, 2]","[0, 3, 1, 4]",0,True,1,0,5,0.5,0,0,N
5,School E1,C,['English'],[3],[5],0,True,2,0,9,0.5,0,0,N
6,School S,D,['History'],[2],[5],0,True,2,0,5,0.5,0,0,N
7,School Q,D,"['Physical Education', 'Maths']","[1, 1]","[5, 1]",1,True,2,0,5,0.5,0,0,N
8,School A1,B,"['Maths', 'Physical Education', 'Computer Science']","[1, 2, 2]","[0, 2, 3]",1,True,2,0,12,0.5,1,2,advanced
9,School P,A,['Maths'],[3],[5],2,True,1,0,5,0.5,2,0,N
10,School J,D,"['Foreign Language', 'English']","[2, 1]","[4, 5]",1,True,2,0,5,1.0,0,0,N
11,School J,E,['History'],[1],[2],0,True,1,0,11,1.5,0,1,basic
12,School P1,A,"['Maths', 'Foreign Language', 'English', 'History']","[1, 1, 2, 3]","[2, 0, 3, 5]",1,True,0,0,7,1.0,0,0,N
13,School T1,E,['Computer Science'],[2],[1],2,True,2,0,12,1.0,1,2,advanced
14,School I,D,['English'],[2],[3],0,True,0,0,10,1.0,1,0,N
15,School Y,A,"['Maths', 'English', 'Economics']","[2, 3, 1]","[4, 5, 3]",0,True,1,0,11,1.0,0,1,advanced
16,School V,E,['Maths'],[3],[5],0,True,1,0,6,1.0,1,0,N
17,School N1,E,['Art'],[2],[4],0,True,0,0,4,0.5,0,0,N
18,School C1,E,"['Maths', 'English']","[2, 1]","[1, 3]",2,True,1,0,8,0.5,0,0,N
19,School F1,C,"['Maths', 'Physical Education']","[1, 2]","[3, 0]",0,True,0,0,8,0.5,0,0,N
20,School M,D,['History'],[2],[3],0,True,1,0,8,1.0,1,0,N
21,School A2,B,"['History', 'Maths']","[2, 2]","[2, 4]",0,True,1,0,12,0.5,1,2,advanced
22,School Y,A,"['History', 'Foreign Language']","[1, 3]","[1, 2]",0,True,0,0,6,2.0,2,0,N
23,School C1,E,['History'],[2],[4],0,True,0,0,9,1.0,2,0,N
24,School Q1,E,"['Geography', 'Maths']","[1, 1]","[0, 2]",0,True,0,0,4,1.0,0,0,N
25,School E,A,"['Physical Education', 'Maths']","[3, 1]","[1, 0]",0,True,0,0,7,0.5,1,0,N
26,School G1,B,"['English', 'Computer Science']","[2, 3]","[5, 5]",2,True,0,0,8,1.0,1,0,N
27,School O,A,['Literature'],[1],[3],1,True,2,0,9,0.5,0,0,N
28,School Y,C,"['Physical Education', 'Science']","[1, 4]","[2, 0]",1,True,2,0,10,2.0,0,0,N
29,School I,B,['Physical Education'],[1],[5],1,True,1,0,5,1.5,0,0,N
30,School Y,E,"['History', 'English']","[1, 3]","[0, 3]",0,True,1,0,12,0.5,0,2,advanced
31,School X,D,['Maths'],[1],[1],0,True,2,0,7,0.5,2,0,N
32,School E1,E,"['Physical Education', 'History', 'Science', 'English']","[1, 1, 3, 2]","[4, 1, 1, 3]",1,True,1,0,10,2.0,1,0,N
33,School Y,D,"['Physical Education', 'English']","[2, 1]","[1, 0]",0,True,2,0,5,4.0,1,0,N
34,School D1,A,"['English', 'Maths', 'History', 'Physical Education']","[3, 3, 3, 1]","[4, 1, 0, 1]",0,True,0,0,8,0.5,0,0,N
35,School Q1,B,"['Foreign Language', 'Physical Education', 'Maths', 'English']","[3, 4, 1, 1]","[4, 5, 5, 3]",0,True,2,0,6,0.5,0,0,N
36,School A,D,"['History', 'Computer Science']","[1, 3]","[4, 5]",0,True,0,0,12,1.0,0,2,advanced
37,School X,C,['Maths'],[1],[2],0,True,1,0,12,0.5,0,2,advanced
38,School G,A,['English'],[2],[4],1,True,2,0,4,1.0,0,0,N
39,School V,E,"['English', 'Maths', 'Physical Education', 'Economics']","[3, 3, 2, 2]","[3, 1, 1, 0]",0,True,1,0,11,2.0,0,1,N
40,School W,D,['Art'],[3],[0],3,True,2,0,4,0.5,2,0,N
41,School P,E,['Maths'],[2],[3],0,True,1,0,11,0.5,0,1,N
42,School O,B,"['Computer Science', 'English']","[2, 3]","[4, 0]",0,True,2,0,8,0.5,1,0,N
43,School P1,D,['English'],[2],[0],0,True,1,0,10,0.5,2,0,N
44,School T1,A,['History'],[2],[1],1,True,2,0,7,1.0,1,0,N
45,School V1,D,"['Foreign Language', 'English']","[1, 2]","[1, 2]",0,True,2,0,7,0.5,0,0,N
46,School J,C,"['Maths', 'English', 'History', 'Foreign Language']","[2, 2, 1, 2]","[2, 2, 1, 1]",1,True,1,0,5,0.5,2,0,N
47,School G1,A,"['English', 'Maths', 'Physical Education']","[2, 2, 2]","[1, 3, 4]",0,True,0,0,8,1.5,0,0,N
48,School C1,D,['Maths'],[3],[1],0,True,0,0,6,1.0,0,0,N
49,School G1,D,"['History', 'Computer Science']","[2, 3]","[2, 3]",0,True,0,0,12,0.5,2,2,advanced
50,School Y1,B,"['Maths', 'Science', 'English', 'Geography']","[2, 1, 3, 2]","[0, 1, 5, 2]",0,True,2,0,4,0.5,2,0,N
51,School F,C,['History'],[4],[1],2,True,2,0,11,1.0,0,1,basic
52,School U,C,"['Computer Science', 'Maths', 'Physical Education', 'History']","[3, 2, 1, 3]","[2, 2, 1, 5]",0,True,2,0,12,0.5,1,2,advanced
53,School Z1,B,"['Literature', 'English', 'History', 'Maths']","[3, 3, 1, 1]","[1, 5, 3, 5]",0,True,1,0,9,0.5,0,0,N
54,School Z,C,['English'],[1],[0],0,True,1,0,12,1.5,0,2,advanced
55,School H1,C,"['History', 'Maths', 'Physical Education']","[2, 2, 2]","[4, 4, 3]",2,True,2,0,11,0.5,0,1,N
56,School X1,A,"['Maths', 'History']","[1, 1]","[5, 1]",0,True,0,0,7,1.0,0,0,N
57,School G,C,"['Physical Education', 'History', 'English', 'Foreign Language']","[3, 1, 2, 2]","[3, 4, 2, 5]",0,True,1,0,7,0.5,1,0,N
58,School Q,A,['Physical Education'],[1],[5],1,True,0,0,5,0.5,0,0,N
59,School W1,A,"['Physical Education', 'History', 'English', 'Literature']","[3, 3, 1, 2]","[3, 5, 4, 1]",0,True,1,0,9,0.5,2,0,N
60,School E,B,"['English', 'Maths', 'Computer Science', 'History']","[2, 4, 4, 2]","[4, 1, 2, 0]",0,True,1,0,12,0.5,1,2,advanced
61,School C,A,['English'],[2],[1],1,True,2,0,12,0.5,0,2,advanced
62,School H1,C,['Foreign Language'],[1],[0],2,True,2,0,7,1.5,1,0,N
63,School E,A,"['Geography', 'English', 'Maths']","[2, 2, 4]","[2, 1, 2]",1,True,2,0,4,1.0,0,0,N
64,School G,D,['History'],[2],[3],1,True,2,0,10,1.5,3,0,N
65,School A1,E,"['Physical Education', 'History']","[3, 3]","[2, 2]",0,True,2,0,6,0.5,2,0,N
66,School I1,C,"['English', 'Physical Education']","[1, 2]","[5, 3]",0,True,2,0,6,0.5,1,0,N
67,School H1,E,['Physical Education'],[2],[4],1,True,2,0,10,0.5,2,0,N
68,School W1,A,"['Physical Education', 'History', 'Computer Science', 'English']","[2, 3, 1, 1]","[2, 5, 4, 4]",2,True,0,0,12,0.5,0,2,advanced
69,School M,D,"['Maths', 'English']","[2, 4]","[2, 1]",3,True,2,0,4,1.0,2,0,N
70,School U,B,"['History', 'Physical Education', 'Maths']","[2, 2, 1]","[0, 4, 1]",0,True,1,0,7,1.0,2,0,N
71,School R1,C,['History'],[4],[2],1,True,0,0,11,3.0,3,1,N
72,School B1,E,"['Computer Science', 'English', 'Maths']","[1, 3, 1]","[5, 0, 0]",0,True,0,0,8,0.5,1,0,N
73,School V,A,"['Maths', 'Foreign Language', 'English', 'Physical Education']","[2, 1, 4, 3]","[1, 2, 5, 3]",0,True,0,0,7,2.0,1,0,N
74,School O,D,['Foreign Language'],[2],[4],3,True,0,0,7,0.5,2,0,N
75,School H1,C,['English'],[2],[2],3,True,0,0,11,0.5,2,1,advanced
76,School A2,D,"['Economics', 'English', 'History']","[2, 2, 2]","[3, 1, 0]",0,True,0,0,11,0.5,1,1,advanced
77,School B1,B,['English'],[3],[2],1,True,0,0,9,0.5,1,0,N
78,School A,C,['Literature'],[3],[5],1,True,0,0,9,0.5,3,0,N
79,School B,B,"['English', 'History', 'Maths']","[4, 3, 1]","[2, 4, 1]",0,True,2,0,12,0.5,0,2,advanced
