Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM
0,"['Art', 'Biology']","[5, 4]",1,True,1,0,N,0,N,0,1,0.0
1,"['English', 'Maths', 'Physical Education']","[2, 4, 2]",1,True,3,1,2,0,N,0,1,0.0
2,"['Science', 'Art']","[2, 2]",0,True,4,0,N,1,N,0,1,0.0
3,"['Computer Science', 'Physics', 'Chemistry']","[5, 3, 5]",0,True,3,1,N,0,N,0,1,0.0
4,"['Computer Science', 'Chemistry', 'Music', 'Geography']","[4, 4, 4, 5]",0,True,5,0,N,1,W,1,3,1.5
5,"['Chemistry', 'Physical Education']","[5, 5]",1,True,10,0,2,1,N,0,1,0.0
6,"['Art', 'Literature', 'Physics', 'English']","[3, 4, 5, 5]",0,True,6,0,N,0,N,0,1,0.0
7,"['English', 'Economics']","[2, 5]",0,True,5,0,N,1,N,0,1,0.0
8,"['Art', 'Geography', 'History']","[5, 4, 4]",3,True,3,0,1,0,N,0,1,0.0
9,"['Art', 'Physical Education']","[2, 3]",1,True,1,1,1,0,N,0,1,0.0
10,"['Geography', 'Music']","[5, 2]",1,True,3,0,1,3,N,0,1,0.0
11,"['Art', 'Geography']","[5, 3]",0,True,6,0,0,0,N,0,1,0.0
12,"['Music', 'Geography']","[2, 3]",1,True,3,1,N,1,N,0,1,0.0
13,"['Biology', 'Geography']","[5, 5]",1,True,6,1,1,0,N,0,1,0.0
14,"['English', 'Literature', 'Science', 'Art']","[5, 5, 4, 5]",1,True,10,1,0,3,N,0,1,0.0
15,['Computer Science'],[3],1,True,5,1,N,1,W,1,3,1.5
16,"['History', 'Geography']","[4, 3]",3,True,6,1,1,0,N,0,1,0.0
17,"['Physical Education', 'Chemistry']","[4, 3]",0,True,1,1,N,0,N,0,1,0.0
18,['Geography'],[3],3,True,3,1,N,0,S,1,0,4.5
19,['Art'],[3],3,True,3,1,N,0,N,0,1,0.0
20,"['Physical Education', 'Chemistry', 'Maths']","[4, 3, 4]",0,True,5,0,1,1,N,0,1,0.0
21,['Economics'],[2],3,True,4,0,1,0,S,1,0,4.5
22,"['Maths', 'Literature']","[3, 5]",0,True,5,0,1,1,N,0,1,0.0
23,"['Music', 'Chemistry', 'Science']","[5, 5, 4]",0,True,4,1,N,0,N,0,1,0.0
24,"['Geography', 'Maths', 'History']","[3, 3, 5]",0,True,5,1,1,1,W,1,3,1.5
25,"['Geography', 'Maths', 'Physical Education', 'Foreign Language']","[3, 3, 3, 5]",1,True,5,0,N,3,N,0,1,0.0
26,"['Maths', 'Physics', 'Chemistry']","[4, 4, 2]",1,True,4,1,2,3,N,0,1,0.0
27,['History'],[4],1,True,3,1,1,1,N,0,1,0.0
28,['Music'],[5],1,True,10,1,N,3,N,0,1,0.0
29,"['Foreign Language', 'Physical Education', 'Literature']","[4, 3, 2]",3,True,7,1,N,3,S,1,0,4.5
30,"['Physics', 'Computer Science', 'Literature', 'Physical Education']","[3, 3, 5, 4]",1,True,5,0,2,0,N,0,1,0.0
31,"['History', 'Computer Science', 'Music', 'Chemistry']","[4, 2, 5, 3]",3,True,9,0,1,0,N,0,1,0.0
32,"['Science', 'Maths']","[5, 3]",1,True,7,3,2,1,N,0,1,0.0
33,"['Science', 'Maths', 'Biology']","[3, 2, 4]",0,True,2,1,1,1,N,0,1,0.0
34,"['Maths', 'Foreign Language', 'Economics']","[4, 3, 5]",1,True,4,0,N,0,N,0,1,0.0
35,"['Biology', 'Economics']","[4, 4]",3,True,5,1,1,0,N,0,1,0.0
36,['Computer Science'],[4],0,True,5,0,1,1,N,0,1,0.0
37,"['English', 'Geography', 'Physics', 'History']","[4, 2, 4, 3]",3,True,6,3,2,1,N,0,1,0.0
38,['Science'],[2],0,True,1,0,N,1,N,0,1,0.0
39,"['Computer Science', 'Music']","[2, 5]",1,True,3,0,N,0,N,0,1,0.0
