Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM
0,['Computer Science'],[2],3,True,5,3,N,1,N,0,1,0.0
1,"['Art', 'Economics', 'Music']","[3, 3, 3]",1,True,4,1,N,3,N,0,1,0.0
2,"['Economics', 'Music', 'History']","[5, 4, 3]",0,True,8,1,0,3,N,0,1,0.0
3,"['English', 'Foreign Language']","[3, 5]",1,True,6,1,2,1,N,0,1,0.0
4,"['Physics', 'History', 'Physical Education']","[5, 4, 4]",3,True,4,1,N,1,N,0,1,0.0
5,['Science'],[5],0,True,8,0,N,3,N,0,1,0.0
6,"['Chemistry', 'Physical Education']","[2, 5]",1,True,5,0,1,1,N,0,1,0.0
7,"['Chemistry', 'Maths', 'Geography', 'Economics']","[3, 2, 4, 5]",0,True,10,1,2,0,N,0,1,0.0
8,"['English', 'Physics']","[4, 5]",1,True,6,0,N,1,N,0,1,0.0
9,"['Literature', 'Physics', 'English']","[2, 4, 4]",0,True,1,0,N,3,N,0,1,0.0
10,"['Foreign Language', 'Physical Education']","[5, 4]",1,True,3,1,1,1,N,0,1,0.0
11,"['Art', 'Economics', 'Biology']","[5, 3, 2]",1,True,4,0,N,3,N,0,1,0.0
12,"['Physical Education', 'Literature']","[4, 2]",3,True,3,0,N,0,N,0,1,0.0
13,['Biology'],[5],0,True,2,0,2,3,N,0,1,0.0
14,"['Chemistry', 'Economics']","[3, 3]",0,True,4,3,2,0,S,1,0,4.5
15,"['Geography', 'Chemistry']","[3, 5]",3,True,5,1,N,3,N,0,1,0.0
16,"['Maths', 'History', 'Literature', 'Science']","[3, 2, 4, 3]",1,True,6,0,N,0,N,0,1,0.0
17,"['Music', 'History', 'Literature']","[4, 5, 5]",0,True,6,0,N,1,N,0,1,0.0
18,"['Physical Education', 'Physics']","[4, 2]",3,True,1,0,N,1,N,0,1,0.0
19,['Physical Education'],[4],1,True,1,1,2,1,N,0,1,0.0
20,"['Economics', 'Science']","[2, 5]",0,True,6,0,2,1,N,0,1,0.0
21,"['Physical Education', 'Art']","[4, 3]",0,True,6,0,1,3,N,0,1,0.0
22,['Biology'],[4],3,True,3,0,N,0,N,0,1,0.0
23,['Physical Education'],[5],3,True,2,1,2,3,N,0,1,0.0
24,"['Maths', 'Art', 'Economics']","[5, 5, 4]",0,True,6,0,N,0,N,0,1,0.0
25,"['Physics', 'Music', 'Biology']","[3, 3, 2]",1,True,4,0,1,0,N,0,1,0.0
26,"['English', 'Literature']","[3, 5]",0,True,2,0,N,3,N,0,1,0.0
27,['Literature'],[5],0,True,1,0,N,1,N,0,1,0.0
28,"['English', 'Maths', 'Physical Education']","[3, 4, 4]",0,True,6,0,N,3,N,0,1,0.0
29,"['Art', 'Maths']","[2, 3]",1,True,5,1,2,0,W,1,3,1.5
30,['Computer Science'],[3],1,True,6,0,1,0,N,0,1,0.0
31,"['Science', 'Physics']","[4, 4]",1,True,6,1,N,3,N,0,1,0.0
32,['Literature'],[2],1,True,2,0,N,0,N,0,1,0.0
33,"['Physical Education', 'Geography', 'Chemistry', 'Foreign Language', 'Science']","[2, 4, 3, 4, 5]",0,True,7,1,2,3,N,0,1,0.0
34,"['Science', 'Foreign Language', 'Economics', 'Maths', 'Biology']","[3, 4, 3, 4, 3]",0,True,9,1,N,0,N,0,1,0.0
35,"['Science', 'Music', 'Maths']","[4, 5, 4]",1,True,1,1,2,3,N,0,1,0.0
36,"['Music', 'Physics', 'Computer Science']","[3, 5, 2]",1,True,5,0,2,0,N,0,1,0.0
37,['History'],[2],0,True,3,1,2,1,N,0,1,0.0
38,"['Literature', 'Foreign Language']","[3, 4]",3,True,7,0,2,0,N,0,1,0.0
39,"['Physics', 'Physical Education', 'History']","[4, 4, 4]",1,True,6,1,N,3,N,0,1,0.0
