Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation
0,School B1,B,"['Physical Education', 'English']","[4, 3]","[0, 4]",1,True,2,0,8,0.5,0,0,N
1,School E,C,"['Physical Education', 'History']","[2, 2]","[3, 1]",0,True,0,0,6,1.0,2,0,N
2,School X,A,"['English', 'History']","[3, 2]","[3, 2]",0,True,1,0,12,0.5,0,2,advanced
3,School T1,C,"['History', 'Maths', 'Physical Education', 'Science']","[2, 1, 3, 3]","[0, 2, 4, 3]",1,True,1,0,10,0.5,0,0,N
4,School Y1,E,"['Geography', 'English']","[2, 3]","[1, 3]",1,True,0,0,4,0.5,3,0,N
5,School U1,C,"['Physical Education', 'English']","[2, 1]","[1, 2]",0,True,1,0,5,0.5,0,0,N
6,School B,C,['English'],[2],[5],2,True,0,0,9,0.5,0,0,N
7,School F,A,"['Foreign Language', 'English']","[1, 2]","[2, 3]",0,True,0,0,5,0.5,1,0,N
8,School B1,D,"['Physical Education', 'History']","[1, 1]","[1, 2]",0,True,2,0,11,1.0,1,1,basic
9,School L1,C,['Literature'],[2],[0],1,True,0,0,9,0.5,1,0,N
10,School A,D,"['Physical Education', 'History']","[3, 2]","[1, 0]",0,True,0,0,12,0.5,1,2,advanced
11,School Z1,D,['Foreign Language'],[1],[5],1,True,2,0,7,0.5,2,0,N
12,School L,A,['History'],[2],[2],2,True,0,0,5,4.0,0,0,N
13,School Z,D,"['Maths', 'English']","[3, 2]","[2, 3]",0,True,1,0,9,0.5,0,0,N
14,School E1,A,"['History', 'Physical Education', 'Computer Science']","[4, 1, 3]","[1, 1, 4]",3,True,2,0,12,1.0,1,2,advanced
15,School Z,D,"['History', 'English', 'Literature', 'Physical Education']","[2, 4, 4, 2]","[3, 3, 4, 1]",0,True,1,0,9,0.5,2,0,N
16,School S1,E,"['Maths', 'Physical Education']","[2, 4]","[5, 1]",0,True,1,0,12,0.5,0,2,advanced
17,School L1,E,"['Foreign Language', 'English']","[2, 2]","[2, 5]",0,True,1,0,5,0.5,3,0,N
18,School E,E,['Foreign Language'],[1],[1],1,True,1,0,7,1.0,1,0,N
19,School R,B,"['Foreign Language', 'English']","[2, 2]","[0, 5]",0,True,1,0,6,1.0,1,0,N
20,School J1,B,['Computer Science'],[3],[5],0,True,2,0,8,1.0,1,0,N
21,School L,D,['English'],[1],[3],0,True,1,0,5,0.5,2,0,N
22,School Y,E,['English'],[3],[0],0,True,0,0,10,1.0,1,0,N
23,School Z1,C,"['Maths', 'Physical Education']","[3, 1]","[0, 5]",0,True,2,0,11,1.0,0,1,N
24,School D1,E,"['History', 'English', 'Foreign Language', 'Maths']","[4, 3, 3, 3]","[4, 5, 4, 3]",1,True,2,0,7,1.0,0,0,N
25,School A,D,['Maths'],[2],[4],0,True,1,0,11,1.0,0,1,N
26,School T1,E,"['Maths', 'History']","[1, 1]","[3, 1]",0,True,2,0,7,2.0,1,0,N
27,School M,D,['English'],[3],[1],1,True,2,0,12,0.5,1,2,advanced
28,School W,B,"['History', 'Maths', 'Physical Education', 'Computer Science']","[3, 2, 2, 1]","[3, 4, 0, 2]",0,True,1,0,12,0.5,1,2,advanced
29,School L,C,"['Physical Education', 'Computer Science', 'English']","[1, 2, 2]","[2, 5, 2]",0,True,2,0,12,0.5,2,2,advanced
30,School R1,E,['English'],[2],[2],0,True,2,0,9,0.5,1,0,N
31,School L,B,"['Maths', 'Literature', 'English']","[2, 3, 3]","[2, 2, 1]",0,True,2,0,9,1.0,2,0,N
32,School R1,A,['English'],[2],[2],1,True,1,0,11,0.5,2,1,basic
33,School M,E,['History'],[3],[2],2,True,2,0,6,1.0,1,0,N
34,School N,C,['Physical Education'],[3],[0],0,True,2,0,6,0.5,1,0,N
35,School H,B,"['English', 'Physical Education', 'History', 'Foreign Language']","[1, 1, 1, 3]","[5, 4, 0, 4]",0,True,0,0,7,0.5,0,0,N
36,School M,B,"['History', 'Physical Education']","[2, 1]","[3, 1]",1,True,2,0,5,0.5,0,0,N
37,School G1,E,['Physical Education'],[1],[3],0,True,1,0,5,2.0,1,0,N
38,School Z,A,"['Physical Education', 'Foreign Language']","[2, 4]","[3, 5]",1,True,1,0,7,0.5,1,0,N
39,School T,C,['Physical Education'],[2],[1],0,True,2,0,12,1.0,2,2,advanced
40,School M,B,['Maths'],[1],[5],0,True,0,0,7,0.5,1,0,N
41,School U,A,"['Physical Education', 'Maths']","[3, 3]","[2, 4]",0,True,2,0,7,0.5,0,0,N
42,School A1,B,['English'],[1],[1],0,True,2,0,7,0.5,1,0,N
43,School Q1,B,"['Physical Education', 'Maths', 'Science']","[3, 2, 1]","[1, 4, 4]",0,True,1,0,10,0.5,0,0,N
44,School C,D,['Literature'],[3],[0],0,True,1,0,9,1.0,1,0,N
45,School P1,A,"['Maths', 'Physical Education', 'English']","[1, 4, 3]","[0, 2, 4]",1,True,0,0,6,1.0,0,0,N
46,School W,B,['Maths'],[2],[1],2,True,1,0,5,0.5,0,0,N
47,School R1,B,['Art'],[1],[4],1,True,2,0,4,0.5,1,0,N
48,School F,B,['Computer Science'],[3],[3],0,True,0,0,12,1.0,0,2,advanced
49,School Z1,D,"['History', 'Foreign Language']","[2, 3]","[2, 1]",1,True,0,0,5,1.0,0,0,N
