Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation
0,School F1,B,['History'],[3],[2],0,True,2,0,8,3.0,0,0,N
1,School Q,C,['English'],[2],[5],0,True,2,0,7,0.5,1,0,N
2,School E1,A,['History'],[1],[1],0,True,0,0,8,0.5,1,0,N
3,School O1,D,['History'],[1],[3],0,True,0,0,8,1.0,1,0,N
4,School G,B,['Maths'],[2],[5],3,True,2,0,11,0.5,0,1,basic
5,School J1,E,['History'],[2],[3],3,True,1,0,10,1.0,0,0,N
6,School L,B,['Physical Education'],[3],[4],0,True,1,0,9,1.0,0,0,N
7,School L,A,"['History', 'Computer Science']","[2, 2]","[1, 0]",0,True,1,0,8,0.5,0,0,N
8,School L1,C,['Maths'],[1],[5],0,True,0,0,11,0.5,1,1,N
9,School D1,B,['History'],[1],[1],1,True,1,0,8,2.0,0,0,N
10,School I,B,['History'],[2],[0],0,True,2,0,5,0.5,1,0,N
11,School L,E,['Physical Education'],[3],[3],0,True,1,0,10,0.5,2,0,N
12,School G1,A,"['Maths', 'English', 'History']","[1, 2, 1]","[2, 3, 2]",1,True,1,0,10,0.5,0,0,N
13,School A2,C,"['Foreign Language', 'History']","[2, 3]","[0, 4]",0,True,1,0,7,1.0,0,0,N
14,School Q1,B,['English'],[1],[1],2,True,2,0,10,0.5,0,0,N
15,School X,C,['History'],[2],[0],0,True,0,0,10,1.0,2,0,N
16,School E,C,"['English', 'Maths', 'Economics']","[1, 3, 1]","[3, 1, 0]",0,True,1,0,11,1.0,1,1,N
17,School F,B,"['Art', 'Science']","[2, 4]","[4, 2]",0,True,2,0,4,0.5,1,0,N
18,School T,C,"['Maths', 'Art', 'Geography']","[2, 3, 3]","[4, 3, 2]",1,True,1,0,4,0.5,0,0,N
19,School Z1,D,['Physical Education'],[1],[0],0,True,2,0,5,0.5,1,0,N
20,School V1,B,['Foreign Language'],[3],[1],0,True,2,0,7,2.0,1,0,N
21,School W,B,['Art'],[2],[3],3,True,1,0,4,0.5,1,0,N
22,School D,E,"['Maths', 'History', 'English']","[3, 4, 1]","[1, 3, 1]",0,True,1,0,6,1.0,1,0,N
23,School L,D,"['Physical Education', 'Foreign Language', 'History']","[2, 1, 1]","[3, 4, 4]",1,True,2,0,7,1.0,0,0,N
24,School Z,B,"['Maths', 'Computer Science']","[2, 2]","[0, 4]",0,True,2,0,8,1.0,1,0,N
25,School D,E,['Physical Education'],[1],[5],0,True,2,0,5,0.5,1,0,N
26,School H1,D,"['Physical Education', 'History']","[1, 2]","[4, 1]",0,True,0,0,5,0.5,0,0,N
27,School A1,A,"['English', 'Maths']","[1, 3]","[0, 1]",2,True,2,0,5,0.5,1,0,N
28,School Q,A,"['English', 'Physical Education']","[1, 1]","[5, 4]",0,True,0,0,10,0.5,0,0,N
29,School J,E,['Maths'],[3],[1],0,True,1,0,8,1.0,0,0,N
30,School X1,A,"['English', 'History', 'Maths']","[4, 2, 1]","[1, 3, 2]",2,True,0,0,10,1.0,0,0,N
31,School A2,A,['History'],[1],[1],1,True,0,0,11,1.0,2,1,N
32,School U,D,"['Physical Education', 'Maths']","[3, 1]","[5, 3]",3,True,1,0,7,0.5,1,0,N
33,School A2,D,"['History', 'Physical Education', 'Computer Science']","[1, 3, 1]","[3, 2, 1]",2,True,2,0,12,2.0,2,2,advanced
