Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM
0,['Economics'],[2],1,False,5,0,N,3,N,0,1,0.0
1,['Foreign Language'],[2],3,False,2,0,N,1,S,1,0,4.5
2,"['Physical Education', 'Economics', 'English', 'Chemistry']","[5, 3, 4, 3]",1,False,5,1,1,1,N,0,1,0.0
3,"['Economics', 'Music', 'Maths']","[3, 4, 4]",3,True,4,0,1,1,M,1,0,3.0
4,"['History', 'Economics', 'Science', 'English']","[2, 5, 5, 4]",1,False,4,0,N,0,N,0,1,0.0
5,"['Physical Education', 'Music', 'Maths']","[2, 4, 3]",1,False,5,0,1,3,N,0,1,0.0
6,"['Physical Education', 'Chemistry', 'Maths']","[2, 2, 2]",0,True,2,0,1,0,N,0,1,0.0
7,"['English', 'Literature']","[4, 3]",1,True,3,3,N,0,N,0,1,0.0
8,"['History', 'Biology']","[4, 2]",0,True,10,1,1,1,N,0,1,0.0
9,"['History', 'Foreign Language', 'Computer Science']","[5, 2, 2]",1,True,8,0,2,0,N,0,1,0.0
10,"['Literature', 'Art']","[2, 3]",0,True,5,1,N,1,N,0,1,0.0
11,"['Art', 'English']","[2, 5]",3,False,2,1,N,3,M,1,0,3.0
12,"['History', 'Music', 'Biology']","[3, 4, 5]",0,True,2,0,1,1,N,0,1,0.0
13,"['History', 'Literature']","[2, 4]",3,True,6,0,N,1,N,0,1,0.0
14,"['Art', 'Maths', 'Literature', 'Biology']","[2, 5, 2, 2]",0,False,4,1,N,3,N,0,1,0.0
15,"['Science', 'Physics', 'English', 'Chemistry']","[4, 2, 3, 5]",0,True,10,0,N,1,N,0,1,0.0
16,"['Physics', 'Science', 'Biology']","[5, 5, 3]",3,True,3,0,2,0,N,0,1,0.0
17,"['Computer Science', 'Foreign Language', 'Music', 'Chemistry']","[4, 5, 5, 4]",1,False,8,0,N,0,N,0,1,0.0
18,"['Foreign Language', 'Music']","[2, 5]",1,False,6,1,N,1,N,0,1,0.0
19,['Literature'],[5],3,True,2,1,1,0,N,0,1,0.0
20,['Art'],[3],3,False,5,1,2,3,N,0,1,0.0
21,"['Physical Education', 'Biology']","[4, 3]",1,False,7,1,1,1,N,0,1,0.0
22,['Physical Education'],[4],3,False,2,0,2,3,N,0,1,0.0
23,"['Music', 'English']","[4, 3]",0,True,6,0,N,3,N,0,1,0.0
24,"['Economics', 'Art', 'Geography']","[3, 3, 5]",1,False,2,1,N,1,N,0,1,0.0
25,"['Science', 'Physical Education']","[2, 2]",3,True,5,0,N,3,N,0,1,0.0
26,"['Geography', 'Foreign Language']","[5, 3]",1,True,3,0,N,3,N,0,1,0.0
27,"['Economics', 'Biology']","[3, 4]",0,True,5,0,2,0,W,1,3,1.5
28,"['English', 'Chemistry', 'Biology', 'Foreign Language']","[3, 5, 2, 3]",3,True,8,1,0,3,W,1,3,1.5
29,"['Biology', 'Physical Education', 'English']","[4, 2, 5]",1,True,2,3,N,0,N,0,1,0.0
30,"['Biology', 'History', 'Literature']","[5, 2, 4]",1,False,6,1,1,3,W,1,3,1.5
31,"['Music', 'Geography']","[5, 2]",3,True,2,0,0,1,N,0,1,0.0
32,"['Maths', 'Physics', 'Chemistry', 'Art']","[5, 2, 2, 2]",3,True,5,1,N,0,N,0,1,0.0
33,['Literature'],[2],3,True,4,0,1,3,N,0,1,0.0
34,['Literature'],[3],0,False,2,0,N,3,N,0,1,0.0
35,['Chemistry'],[3],1,False,2,0,1,3,N,0,1,0.0
36,"['Literature', 'Computer Science', 'Science']","[4, 2, 3]",3,True,6,1,2,1,N,0,1,0.0
37,"['Foreign Language', 'History']","[5, 4]",1,True,1,0,N,0,M,1,0,3.0
38,"['Art', 'Computer Science', 'Economics']","[4, 5, 4]",0,True,6,1,1,1,M,1,0,3.0
39,"['Music', 'Chemistry', 'Biology', 'Literature']","[3, 4, 3, 3]",1,False,6,1,N,0,N,0,1,0.0
