Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM
0,['Geography'],[5],3,True,1,1,1,3,N,0,1,0.0
1,"['Economics', 'Physics', 'Music', 'Geography']","[5, 3, 5, 4]",0,True,4,1,N,3,M,1,0,3.0
2,['Physical Education'],[3],3,False,4,0,N,1,S,1,0,4.5
3,['Music'],[3],1,False,1,1,N,0,N,0,1,0.0
4,['Computer Science'],[5],1,True,6,0,N,0,N,0,1,0.0
5,"['History', 'Computer Science', 'Music']","[5, 3, 5]",1,False,2,0,2,0,N,0,1,0.0
6,['Computer Science'],[5],0,False,2,0,0,0,N,0,1,0.0
7,"['English', 'Physics', 'Physical Education']","[5, 5, 2]",1,False,1,0,1,0,N,0,1,0.0
8,"['Economics', 'Literature', 'Physics', 'Art', 'Chemistry']","[3, 4, 3, 3, 2]",0,False,9,0,N,3,W,1,3,1.5
9,"['Biology', 'Physical Education']","[5, 4]",0,False,4,3,N,3,N,0,1,0.0
10,"['Computer Science', 'Science']","[4, 2]",1,False,2,1,N,3,N,0,1,0.0
11,"['Chemistry', 'Maths']","[5, 3]",1,True,8,1,1,0,N,0,1,0.0
12,"['Literature', 'Physical Education', 'History']","[4, 4, 4]",0,False,3,1,N,1,N,0,1,0.0
13,['Physical Education'],[2],3,True,1,0,N,1,S,1,0,4.5
14,"['Science', 'Art', 'Maths']","[2, 2, 3]",0,True,3,3,N,0,S,1,0,4.5
15,"['Chemistry', 'Literature']","[2, 2]",0,True,4,0,2,1,N,0,1,0.0
16,['Physical Education'],[2],1,True,6,0,N,3,N,0,1,0.0
17,"['Art', 'Physical Education', 'Geography', 'Computer Science', 'Physics']","[2, 4, 2, 2, 4]",0,True,7,0,N,0,N,0,1,0.0
18,"['History', 'Physical Education']","[5, 2]",1,True,1,0,N,1,W,1,3,1.5
19,"['Music', 'Biology', 'English', 'Physical Education', 'Science']","[5, 2, 5, 5, 2]",3,False,7,1,N,1,N,0,1,0.0
20,['Science'],[4],3,False,1,0,N,1,N,0,1,0.0
21,"['Economics', 'Physics']","[3, 4]",0,False,1,0,N,0,N,0,1,0.0
22,"['Economics', 'Physics']","[4, 5]",0,True,6,1,N,1,N,0,1,0.0
23,['Computer Science'],[4],1,True,1,0,1,3,N,0,1,0.0
24,"['Literature', 'Computer Science', 'Economics', 'Foreign Language']","[3, 5, 2, 2]",3,True,4,0,2,3,W,1,3,1.5
25,['Art'],[2],0,False,1,1,1,1,N,0,1,0.0
26,"['History', 'Foreign Language', 'Maths']","[5, 3, 3]",0,True,2,1,N,1,N,0,1,0.0
27,"['Maths', 'Physical Education', 'Economics']","[4, 4, 5]",3,False,6,1,1,1,N,0,1,0.0
28,"['Biology', 'Literature', 'Music']","[5, 5, 3]",1,False,2,1,N,3,N,0,1,0.0
29,['Foreign Language'],[5],3,False,4,0,2,0,W,1,3,1.5
30,"['Chemistry', 'Music', 'Computer Science']","[5, 2, 4]",1,True,1,0,N,0,S,1,0,4.5
31,"['Science', 'Maths', 'Art', 'Physics']","[2, 2, 4, 4]",1,True,8,0,N,3,N,0,1,0.0
32,"['Computer Science', 'Foreign Language']","[4, 4]",1,False,5,0,1,1,N,0,1,0.0
33,['Foreign Language'],[4],1,False,7,0,2,0,N,0,1,0.0
34,['Maths'],[4],0,False,6,1,N,3,N,0,1,0.0
35,"['History', 'Art', 'Chemistry']","[4, 3, 5]",1,True,1,1,N,1,N,0,1,0.0
36,['Art'],[3],0,False,1,0,2,3,N,0,1,0.0
37,"['Computer Science', 'Science', 'Literature']","[5, 5, 3]",1,False,1,0,1,1,N,0,1,0.0
38,"['History', 'Art']","[5, 3]",0,True,5,0,0,1,W,1,3,1.5
39,"['History', 'Music', 'Literature']","[2, 3, 2]",3,False,1,1,N,3,N,0,1,0.0
