Student,Mentor,Subject,Hours
28,9,Art - Year 4,3.0
5,37,History - Year 12,2.0
51,19,English - Year 12,3.0
50,8,Computer Science - Year 12,1.0
39,11,Foreign Language - Year 5,3.0
6,0,Foreign Language - Year 5,1.0
69,36,Literature - Year 9,3.0
20,9,Art - Year 4,2.0
72,0,Foreign Language - Year 7,3.0
34,29,Economics - Year 11,3.0
24,39,Foreign Language - Year 6,1.0
27,11,Foreign Language - Year 7,2.0
47,34,Maths - Year 11,1.0
76,7,English - Year 11,1.0
35,32,English - Year 12,2.0
61,16,Science - Year 10,2.0
54,31,Physical Education - Year 6,3.0
47,15,Physical Education - Year 11,1.0
1,5,Economics - Year 11,1.0
0,36,Literature - Year 9,3.0
5,17,Maths - Year 12,3.0
6,1,Physical Education - Year 5,3.0
19,5,Economics - Year 11,3.0
40,1,Physical Education - Year 12,3.0
60,17,Maths - Year 12,1.0
51,8,Computer Science - Year 12,2.0
70,6,Geography - Year 4,1.0
30,0,Foreign Language - Year 6,1.0
37,16,Science - Year 10,1.0
10,0,Foreign Language - Year 5,1.0
20,20,Geography - Year 4,1.0
2,36,Foreign Language - Year 7,3.0
76,37,History - Year 11,2.0
53,18,Foreign Language - Year 6,2.0
54,32,English - Year 6,2.0
5,32,English - Year 12,2.0
49,16,Science - Year 10,1.0
21,0,Foreign Language - Year 7,3.0
