Student,Mentor,Subject,Hours
40,38,Art - Year 4,3.0
11,9,Art - Year 4,3.0
12,20,Geography - Year 4,1.0
45,34,Maths - Year 11,3.0
16,8,Computer Science - Year 12,1.0
71,9,Art - Year 4,2.0
11,29,Science - Year 4,1.0
38,17,Maths - Year 10,2.0
76,1,Physical Education - Year 7,1.0
74,18,Foreign Language - Year 7,2.0
12,19,English - Year 4,3.0
62,28,Physical Education - Year 11,1.0
8,16,Science - Year 10,2.0
32,39,Foreign Language - Year 6,1.0
21,35,Computer Science - Year 8,3.0
0,1,Physical Education - Year 12,3.0
10,29,Computer Science - Year 8,2.0
61,34,Maths - Year 12,1.0
64,36,Literature - Year 9,3.0
53,37,History - Year 12,1.0
68,1,Physical Education - Year 7,2.0
75,32,English - Year 8,1.0
66,32,English - Year 11,2.0
59,27,History - Year 12,1.0
49,22,Maths - Year 12,1.0
11,6,Geography - Year 4,1.0
37,11,Foreign Language - Year 7,2.0
38,16,Science - Year 10,1.0
36,34,Maths - Year 9,3.0
36,4,Literature - Year 9,2.0
45,5,Economics - Year 11,3.0
47,36,Foreign Language - Year 7,3.0
77,36,Literature - Year 9,1.0
3,36,Foreign Language - Year 7,3.0
35,35,Computer Science - Year 12,1.0
73,0,Foreign Language - Year 5,3.0
5,29,Computer Science - Year 8,2.0
56,0,Foreign Language - Year 5,3.0
42,24,Computer Science - Year 12,2.0
71,20,Geography - Year 4,2.0
24,7,English - Year 12,1.0
52,17,Maths - Year 12,1.0
76,37,History - Year 7,3.0
13,6,Geography - Year 4,1.0
60,14,Geography - Year 4,1.0
33,3,Literature - Year 9,2.0
26,32,English - Year 11,3.0
25,2,Maths - Year 5,3.0
22,8,Computer Science - Year 8,2.0
30,17,Maths - Year 11,1.0
